level_id,episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
10,2,1,0,0,-,-,-,26
10,2,1,0,0,STONE2,STONE2,-,24
10,2,1,0,0,-,-,-,29
10,2,1,0,0,STONE2,STONE2,-,24
10,2,1,0,0,-,-,-,48
10,2,1,0,0,-,-,STONE2,14
10,2,1,0,0,-,-,STONE2,16
10,2,1,0,0,-,-,STONE2,12
10,2,1,0,0,-,-,STONE2,12
10,2,1,0,0,-,-,STONE2,16
10,2,1,0,0,-,-,STONE2,16
10,2,1,0,0,-,-,STONE2,14
10,2,1,0,0,-,-,STONE2,14
10,2,1,0,0,-,-,STONE2,14
10,2,1,0,0,-,-,STONE3,28
10,2,1,0,0,-,-,STONE3,41
10,2,1,0,0,-,-,STONE2,40
10,2,1,0,0,-,-,STONE2,40
10,2,1,0,0,-,-,STONE2,49
10,2,1,0,0,-,-,STONE2,0
10,2,1,0,0,-,-,STONE2,2
10,2,1,0,0,-,-,STONE2,0
10,2,1,0,0,-,-,STONE2,0
10,2,1,0,0,-,-,GSTONE1,91
10,2,1,0,0,-,-,GSTONE1,91
10,2,1,0,0,-,-,GSTONE1,39
10,2,1,0,0,-,-,GSTONE1,85
10,2,1,0,0,-,-,STONE2,3
10,2,1,0,0,-,-,STONE2,3
10,2,1,0,0,-,-,STONE2,3
10,2,1,0,0,-,-,STONE2,3
10,2,1,0,0,-,-,STONE2,3
10,2,1,0,0,-,-,STONE2,3
10,2,1,0,0,-,-,STONE2,3
10,2,1,0,0,-,-,STONE2,4
10,2,1,0,0,-,-,STONE2,4
10,2,1,0,0,-,-,STONE2,3
10,2,1,0,0,-,-,-,3
10,2,1,0,0,-,-,-,4
10,2,1,0,0,-,-,-,3
10,2,1,0,0,-,-,-,4
10,2,1,0,0,-,-,GSTONE1,38
10,2,1,0,0,-,-,GSTONE1,38
10,2,1,0,0,-,-,GSTONE1,38
10,2,1,0,0,-,-,GSTONE1,42
10,2,1,0,0,-,-,GSTONE1,42
10,2,1,0,0,-,-,GSTONE1,42
10,2,1,0,0,GSTONE1,-,-,38
10,2,1,0,0,-,-,-,42
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,3
10,2,1,0,0,-,-,SLADWALL,70
10,2,1,0,0,-,-,SLADWALL,70
10,2,1,0,0,-,-,SLADWALL,70
10,2,1,0,0,-,-,SLADWALL,70
10,2,1,0,0,-,-,SLADWALL,71
10,2,1,0,0,-,-,SLADWALL,66
10,2,1,0,0,-,-,SLADWALL,59
10,2,1,0,0,-,-,SLADWALL,59
10,2,1,0,0,-,-,SLADWALL,59
10,2,1,0,0,-,-,SW1SLAD,59
10,2,1,0,0,-,-,SLADWALL,59
10,2,1,0,0,-,-,SLADWALL,59
10,2,1,0,0,-,-,SLADWALL,66
10,2,1,0,0,-,-,SLADWALL,59
10,2,1,0,0,-,-,SLADWALL,71
10,2,1,0,0,-,-,SLADWALL,70
10,2,1,0,0,-,-,-,70
10,2,1,0,0,-,-,-,71
10,2,1,0,0,-,-,-,70
10,2,1,0,0,-,-,-,71
10,2,1,0,0,-,-,STONE2,53
10,2,1,0,0,-,-,STONE2,53
10,2,1,0,0,-,-,STONE2,52
10,2,1,0,0,-,-,STONE2,54
10,2,1,0,0,-,-,STONE2,54
10,2,1,0,0,-,-,STONE2,54
10,2,1,0,0,-,-,STONE2,52
10,2,1,0,0,-,-,STONE2,53
10,2,1,0,0,-,-,-,52
10,2,1,0,0,-,-,-,54
10,2,1,0,0,-,-,-,52
10,2,1,0,0,-,-,-,53
10,2,1,0,0,-,-,GSTONE1,39
10,2,1,0,0,-,-,GSTONE1,85
10,2,1,0,0,-,-,GSTONE1,84
10,2,1,0,0,-,-,GSTONE1,84
10,2,1,0,0,-,-,GSTONE1,84
10,2,1,0,0,-,-,-,83
10,2,1,0,0,-,-,-,84
10,2,1,0,0,-,-,STONE2,36
10,2,1,0,0,-,-,STONE2,36
10,2,1,0,0,-,-,STONE2,36
10,2,1,0,0,-,-,STONE2,34
10,2,1,0,0,-,-,STONE2,30
10,2,1,64,0,-,-,ExitDoor,31
10,2,1,0,0,-,-,DoorTrak,33
10,2,1,64,0,-,-,ExitDoor,32
10,2,1,0,0,-,-,STONE2,32
10,2,1,0,0,-,-,STONE2,32
10,2,1,0,0,-,-,STONE2,32
10,2,1,0,0,-,-,SW1EXIT,32
10,2,1,0,0,-,-,STONE2,32
10,2,1,0,0,-,-,STONE2,32
10,2,1,0,0,-,-,STONE2,32
10,2,1,88,0,-,-,ExitDoor,32
10,2,1,0,0,-,-,DoorTrak,33
10,2,1,88,0,-,-,ExitDoor,31
10,2,1,0,0,-,-,STONE2,30
10,2,1,0,0,-,-,STONE2,34
10,2,1,0,0,STONE2,STONE2,-,30
10,2,1,0,0,-,-,-,31
10,2,1,0,0,ExitDoor,-,-,31
10,2,1,0,0,-,-,-,33
10,2,1,0,0,ExitDoor,-,-,32
10,2,1,0,0,-,-,-,33
10,2,1,0,0,STONE2,STONE2,-,32
10,2,1,0,0,-,-,-,32
10,2,1,0,0,STONE2,-,-,34
10,2,1,0,0,-,-,-,36
10,2,1,0,0,-,-,STONE2,12
10,2,1,0,40,-,-,STONE2,13
10,2,1,0,40,-,-,STONE2,13
10,2,1,0,0,-,-,STONE2,12
10,2,1,0,0,STONE2,-,-,12
10,2,1,0,0,-,-,-,13
10,2,1,0,0,STONE2,-,-,12
10,2,1,0,0,-,-,-,13
10,2,1,0,0,-,-,STONE2,21
10,2,1,0,0,-,-,STONE2,21
10,2,1,0,0,-,-,STONE2,2
10,2,1,0,0,-,-,-,2
10,2,1,0,0,-,-,-,21
10,2,1,0,0,-,-,-,2
10,2,1,0,0,-,-,-,21
10,2,1,0,0,STONE2,STONE2,-,40
10,2,1,0,0,-,-,-,41
10,2,1,0,0,STONE2,STONE2,-,14
10,2,1,0,0,-,-,-,28
10,2,1,0,0,STONE2,STONE2,-,27
10,2,1,0,0,-,-,-,41
10,2,1,0,0,STONE2,STONE2,-,27
10,2,1,0,0,-,-,-,28
10,2,1,0,0,-,-,STONE2,27
10,2,1,0,0,-,-,LITE3,37
10,2,1,0,0,-,-,COMP2,37
10,2,1,0,0,-,-,LITE3,37
10,2,1,0,0,-,-,STONE2,27
10,2,1,0,0,STONE2,STONE2,-,27
10,2,1,0,0,-,-,-,37
10,2,1,0,0,SLADWALL,SLADWALL,-,70
10,2,1,0,0,-,-,-,66
10,2,1,0,0,SLADWALL,SLADWALL,-,59
10,2,1,0,0,-,-,-,66
10,2,1,0,0,-,-,REDWALL1,19
10,2,1,0,0,-,-,REDWALL1,18
10,2,1,0,0,REDWALL1,REDWALL1,-,19
10,2,1,0,0,REDWALL1,REDWALL1,-,20
10,2,1,0,0,REDWALL1,REDWALL1,-,17
10,2,1,0,0,REDWALL1,REDWALL1,-,20
10,2,1,0,0,REDWALL1,REDWALL1,-,18
10,2,1,0,0,REDWALL1,REDWALL1,-,20
10,2,1,0,0,REDWALL1,REDWALL1,-,8
10,2,1,0,0,REDWALL1,REDWALL1,-,19
10,2,1,0,0,REDWALL1,REDWALL1,-,8
10,2,1,0,0,REDWALL1,REDWALL1,-,17
10,2,1,0,0,REDWALL1,REDWALL1,-,8
10,2,1,0,0,REDWALL1,REDWALL1,-,18
10,2,1,0,0,REDWALL1,REDWALL1,-,17
10,2,1,0,0,REDWALL1,REDWALL1,-,19
10,2,1,0,0,REDWALL1,REDWALL1,-,17
10,2,1,0,0,REDWALL1,REDWALL1,-,18
10,2,1,0,0,-,-,REDWALL1,8
10,2,1,0,0,-,-,REDWALL1,20
10,2,1,0,0,-,-,REDWALL1,8
10,2,1,0,0,-,-,REDWALL1,20
10,2,1,0,0,STONE2,-,-,7
10,2,1,0,0,STONE2,-,-,8
10,2,1,0,0,STONE2,-,-,12
10,2,1,0,0,-,-,-,16
10,2,1,0,0,STONE2,-,-,14
10,2,1,0,0,-,-,-,16
10,2,1,0,0,STONE2,STONE2,-,14
10,2,1,0,0,-,-,-,23
10,2,1,0,0,STONE2,STONE2,-,14
10,2,1,0,0,-,-,-,23
10,2,1,0,0,STONE2,STONE2,-,14
10,2,1,0,0,-,-,-,23
10,2,1,0,0,STONE2,-,-,15
10,2,1,0,0,-,-,-,16
10,2,1,0,0,STONE2,-,-,15
10,2,1,0,0,-,-,-,16
10,2,1,0,0,STONE2,-,-,15
10,2,1,0,0,-,-,-,16
10,2,1,0,0,STONE2,-,-,15
10,2,1,0,0,-,-,-,16
10,2,1,0,0,STONE2,PIPE1,-,49
10,2,1,0,0,-,-,-,51
10,2,1,0,0,STONE2,PIPE1,-,46
10,2,1,0,0,-,-,-,51
10,2,1,0,0,STONE2,STEP2,-,0
10,2,1,0,0,-,-,-,2
10,2,1,0,0,STONE2,PIPE1,-,49
10,2,1,0,0,-,-,-,40
10,2,1,0,0,STONE2,PIPE1,-,51
10,2,1,0,0,-,-,-,40
10,2,1,0,0,STONE2,PIPE1,-,46
10,2,1,0,0,-,-,-,40
10,2,1,0,0,STONE2,PIPE1,-,46
10,2,1,0,0,-,-,-,0
10,2,1,0,0,STONE2,PIPE1,-,51
10,2,1,0,0,-,-,-,0
10,2,1,0,0,STONE2,PIPE1,-,49
10,2,1,0,0,-,-,-,0
10,2,1,0,0,STONE2,STONE2,-,24
10,2,1,0,0,STONE2,STONE2,-,25
10,2,1,0,0,STONE2,STONE2,-,24
10,2,1,0,0,STONE2,STONE2,-,25
10,2,1,0,0,STONE2,PIPE1,-,49
10,2,1,0,0,-,-,-,50
10,2,1,0,0,STONE2,PIPE1,-,49
10,2,1,0,0,-,-,-,50
10,2,1,0,0,STONE2,PIPE1,-,49
10,2,1,0,0,-,-,-,50
10,2,1,0,0,STONE2,PIPE1,-,49
10,2,1,0,0,-,-,-,50
10,2,1,0,0,STONE2,PIPE1,-,46
10,2,1,0,0,-,-,-,47
10,2,1,0,0,STONE2,PIPE1,-,46
10,2,1,0,0,-,-,-,47
10,2,1,0,0,STONE2,PIPE1,-,46
10,2,1,0,0,-,-,-,47
10,2,1,0,0,STONE2,PIPE1,-,46
10,2,1,0,0,-,-,-,47
10,2,1,0,64,-,GSTONE1,-,38
10,2,1,0,0,-,-,-,39
10,2,1,0,64,-,GSTONE1,-,85
10,2,1,0,0,-,-,-,39
10,2,1,0,0,-,-,SW1GSTON,43
10,2,1,0,0,-,-,GSTONE1,43
10,2,1,0,0,-,-,GSTONE1,38
10,2,1,0,0,GSTONE1,-,-,38
10,2,1,0,0,-,-,-,43
10,2,1,0,0,-,-,STONE2,9
10,2,1,0,0,-,-,STONE2,5
10,2,1,0,0,-,-,STONE2,6
10,2,1,0,0,-,-,STONE2,2
10,2,1,0,0,-,-,SLADWALL,60
10,2,1,0,0,-,-,SLADWALL,60
10,2,1,0,0,SLADWALL,SLADWALL,-,59
10,2,1,0,0,-,-,-,60
10,2,1,0,0,SLADWALL,SLADWALL,-,59
10,2,1,0,0,-,-,-,60
10,2,1,0,0,-,-,GSTONE1,85
10,2,1,0,0,-,-,Doortrak,87
10,2,1,0,0,-,-,GSTONE1,83
10,2,1,0,0,-,-,Doortrak,87
10,2,1,0,0,-,-,GSTONE1,85
10,2,1,0,0,gSTONE1,-,-,85
10,2,1,0,0,-,-,-,86
10,2,1,0,0,BigDoor2,STONE2,-,86
10,2,1,0,0,-,-,-,87
10,2,1,0,0,BigDoor2,STONE2,-,83
10,2,1,0,0,-,-,-,87
10,2,1,0,0,-,-,DOORBLU,86
10,2,1,0,0,-,-,GSTONE1,83
10,2,1,0,0,-,-,GSTONE1,83
10,2,1,0,0,-,-,DOORBLU,86
10,2,1,0,0,-,-,GSTONE1,38
10,2,1,64,0,-,-,GSTONE1,44
10,2,1,128,0,-,-,GSTONE1,43
10,2,1,192,0,-,-,GSTONE1,43
10,2,1,0,0,SW1GSTON,-,-,43
10,2,1,0,0,-,-,-,44
10,2,1,0,0,GSTONE1,-,-,38
10,2,1,0,0,-,-,-,44
10,2,1,0,0,SW1GSTON,-,-,43
10,2,1,0,0,-,-,-,44
10,2,1,192,0,-,-,GSTONE1,43
10,2,1,0,0,-,-,GSTONE1,45
10,2,1,64,0,-,-,GSTONE1,45
10,2,1,128,0,-,-,GSTONE1,43
10,2,1,0,0,-,-,-,43
10,2,1,0,0,-,-,-,45
10,2,1,0,0,-,-,-,43
10,2,1,0,0,-,-,-,45
10,2,1,0,0,-,-,SLADWALL,61
10,2,1,0,0,-,-,SLADWALL,62
10,2,1,0,0,-,-,SLADWALL,63
10,2,1,0,0,-,-,SLADWALL,64
10,2,1,0,0,-,-,SLADWALL,65
10,2,1,0,0,-,-,SLADWALL,55
10,2,1,0,0,-,-,SW1SLAD,58
10,2,1,0,0,-,-,SLADWALL,55
10,2,1,0,0,-,-,SLADWALL,65
10,2,1,0,0,-,-,SLADWALL,64
10,2,1,0,0,-,-,SLADWALL,63
10,2,1,0,0,-,-,SLADWALL,62
10,2,1,0,0,-,-,SLADWALL,61
10,2,1,0,0,-,-,SLADWALL,59
10,2,1,0,0,SLADWALL,STEP2,-,59
10,2,1,0,0,SLADWALL,-,-,61
10,2,1,0,0,SLADWALL,STEP2,-,61
10,2,1,0,0,-,-,-,62
10,2,1,0,0,SLADWALL,STEP2,-,62
10,2,1,0,0,-,-,-,63
10,2,1,0,0,SLADWALL,STEP2,-,63
10,2,1,0,0,-,-,-,64
10,2,1,0,0,SLADWALL,STEP2,-,64
10,2,1,0,0,-,-,-,65
10,2,1,0,0,SLADWALL,STEP2,-,65
10,2,1,0,0,-,-,-,55
10,2,1,0,0,-,-,SLADWALL,58
10,2,1,0,0,-,-,SLADWALL,58
10,2,1,0,0,SLADWALL,SLADWALL,-,57
10,2,1,0,0,-,-,-,58
10,2,1,0,0,-,-,GSTONE1,85
10,2,1,0,0,-,-,GSTONE1,91
10,2,1,0,0,-,-,GSTONE1,85
10,2,1,0,0,GSTONE1,GSTONE2,-,88
10,2,1,0,0,-,-,-,91
10,2,1,0,0,STONE2,GSTONE2,-,79
10,2,1,0,0,-,-,-,85
10,2,1,0,0,-,-,STONE2,5
10,2,1,0,0,-,-,STONE2,9
10,2,1,0,0,STONE2,STONE2,-,2
10,2,1,0,0,-,-,-,9
10,2,1,0,0,STONE2,STONE2,-,5
10,2,1,0,0,-,-,-,9
10,2,1,0,0,-,-,STONE2,2
10,2,1,0,0,-,-,STONE2,6
10,2,1,0,0,-,-,STONE2,5
10,2,1,0,0,STONE2,STONE2,-,5
10,2,1,0,0,-,-,-,6
10,2,1,0,0,STONE2,STONE2,-,2
10,2,1,0,0,-,-,-,6
10,2,1,0,0,-,-,STONE2,5
10,2,1,0,0,-,-,STONE2,5
10,2,1,0,0,-,GSTONE2,-,79
10,2,1,0,0,-,-,-,72
10,2,1,0,0,-,GSTONE2,-,79
10,2,1,0,0,-,-,-,72
10,2,1,0,0,-,-,Doortrak,82
10,2,1,0,0,-,-,DOORRED,90
10,2,1,0,0,-,-,DOORRED,88
10,2,1,0,0,-,-,GSTONE1,73
10,2,1,0,0,-,-,GSTONE1,89
10,2,1,0,0,-,-,DOORRED,88
10,2,1,0,0,-,-,DOORRED,90
10,2,1,0,0,-,-,Doortrak,82
10,2,1,0,0,-,-,DOORRED,81
10,2,1,0,0,-,GSTONE2,-,79
10,2,1,0,0,-,-,-,80
10,2,1,0,0,GSTONE1,-,-,79
10,2,1,0,0,-,-,-,81
10,2,1,0,0,GSTONE1,GSTONE2,-,88
10,2,1,0,0,-,-,-,90
10,2,1,0,0,BigDoor2,STONE2,-,90
10,2,1,0,0,-,-,-,82
10,2,1,0,0,BigDoor2,STONE2,-,81
10,2,1,0,0,-,-,-,82
10,2,1,0,0,-,-,STONE2,30
10,2,1,0,0,-,-,STONE2,35
10,2,1,0,0,-,-,STONE2,34
10,2,1,0,0,-,-,STONE2,34
10,2,1,0,0,-,-,STONE2,35
10,2,1,0,0,-,-,STONE2,30
10,2,1,0,0,-,-,STONE2,68
10,2,1,0,0,-,-,STONE2,74
10,2,1,0,0,-,-,STONE2,75
10,2,1,0,0,-,-,STONE2,75
10,2,1,0,0,-,-,STONE2,74
10,2,1,0,0,STONE2,STEP6,-,74
10,2,1,0,0,-,-,-,75
10,2,1,0,0,STONE2,STEP6,-,74
10,2,1,0,0,-,-,-,75
10,2,1,0,0,STONE2,STEP6,-,74
10,2,1,0,0,-,-,-,75
10,2,1,0,0,STONE2,STEP6,-,74
10,2,1,0,0,-,-,-,75
10,2,1,0,0,STONE2,STEP6,-,74
10,2,1,0,0,-,-,-,75
10,2,1,0,0,STONE2,STEP6,-,74
10,2,1,0,0,-,-,-,75
10,2,1,0,0,STONE2,STONE2,-,34
10,2,1,0,0,-,-,-,35
10,2,1,0,0,STONE2,STONE2,-,30
10,2,1,0,0,-,-,-,35
10,2,1,0,0,-,-,SLADWALL,59
10,2,1,0,0,-,-,LITE5,67
10,2,1,0,0,-,-,COMP2,67
10,2,1,0,0,-,-,LITE5,67
10,2,1,0,0,-,-,SLADWALL,59
10,2,1,0,0,sladwall,sladwall,-,59
10,2,1,0,0,-,-,-,67
10,2,1,0,0,STONE2,STONE2,-,34
10,2,1,0,0,-,-,-,34
10,2,1,0,72,-,sladwall,-,0
10,2,1,0,0,-,-,-,1
10,2,1,0,72,-,SW1SLAD,-,0
10,2,1,0,0,-,-,-,1
10,2,1,0,72,-,sladwall,-,0
10,2,1,0,0,-,-,-,1
10,2,1,0,72,-,SW1SLAD,-,0
10,2,1,0,0,-,-,-,1
10,2,1,0,10,-,-,SW1STON1,22
10,2,1,0,10,-,-,SW1STON1,22
10,2,1,0,0,-,-,STONE2,0
10,2,1,0,10,-,-,SW1STON1,22
10,2,1,0,0,STONE2,-,-,0
10,2,1,0,0,-,-,-,22
10,2,1,0,0,-,-,GSTONE1,72
10,2,1,0,0,-,-,GSTONE1,72
10,2,1,0,0,-,-,GSTONE1,72
10,2,1,0,0,-,-,DOORRED,81
10,2,1,0,0,-,GSTONE2,-,79
10,2,1,0,0,-,-,-,80
10,2,1,0,0,-,-,GSTONE1,80
10,2,1,0,0,-,-,GSTONE1,80
10,2,1,0,0,-,-,GSTONE1,80
10,2,1,0,0,-,-,GSTONE1,73
10,2,1,0,0,-,-,GSTONE1,73
10,2,1,0,0,-,-,GSTONE1,73
10,2,1,0,0,-,GSTONE2,-,88
10,2,1,0,0,-,-,-,73
10,2,1,0,0,-,GSTONE2,-,88
10,2,1,0,0,-,-,-,73
10,2,1,0,0,-,GSTONE2,-,88
10,2,1,0,0,-,-,-,89
10,2,1,0,0,-,GSTONE2,-,88
10,2,1,0,0,-,-,-,89
10,2,1,0,0,-,-,GSTONE1,89
10,2,1,0,0,-,-,GSTONE1,89
10,2,1,0,0,-,-,GSTONE1,89
10,2,1,0,0,-,DOORRED,-,81
10,2,1,0,0,GSTONE1,-,-,72
10,2,1,0,0,-,DOORRED,-,81
10,2,1,0,0,GSTONE1,-,-,80
10,2,1,0,0,SLADWALL,STEP2,-,55
10,2,1,0,0,-,-,-,56
10,2,1,0,0,SLADWALL,STEP2,-,56
10,2,1,0,0,-,-,-,57
10,2,1,0,0,-,-,SLADWALL,56
10,2,1,0,0,-,-,SLADWALL,57
10,2,1,0,0,-,-,SLADWALL,57
10,2,1,0,0,-,-,SLADWALL,56
10,2,1,0,0,-,-,EXITSTON,30
10,2,1,0,0,-,-,EXITSTON,30
5,1,5,0,88,STARTAN3,STARTAN3,-,63
5,1,5,0,0,BROWN144,BROWN144,-,64
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,120,0,-,-,STARTAN3,65
5,1,5,96,0,-,-,STARTAN3,66
5,1,5,72,0,-,-,STARTAN3,67
5,1,5,48,0,-,-,STARTAN3,68
5,1,5,24,0,-,-,STARTAN3,77
5,1,5,0,0,-,-,STARTAN3,78
5,1,5,0,0,-,-,STARTAN3,65
5,1,5,24,0,-,-,STARTAN3,66
5,1,5,48,0,-,-,STARTAN3,67
5,1,5,72,0,-,-,STARTAN3,68
5,1,5,96,0,-,-,STARTAN3,77
5,1,5,120,0,-,-,STARTAN3,78
5,1,5,0,0,-,STEP2,-,63
5,1,5,0,0,STARTAN3,-,-,65
5,1,5,0,0,-,STEP2,-,65
5,1,5,0,0,-,-,-,66
5,1,5,0,0,-,STEP2,-,66
5,1,5,0,0,-,-,-,67
5,1,5,0,0,-,STEP2,-,67
5,1,5,0,0,-,-,-,68
5,1,5,0,0,-,STEP2,-,68
5,1,5,0,0,-,-,-,77
5,1,5,0,0,-,STEP2,-,77
5,1,5,0,0,-,-,-,78
5,1,5,0,0,-,STEP2,-,78
5,1,5,0,0,-,-,-,79
5,1,5,0,0,-,-,STARTAN3,79
5,1,5,0,0,-,-,STARTAN3,79
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,0,0,-,-,STARTAN3,63
5,1,5,16,0,-,-,METAL1,70
5,1,5,16,0,-,-,METAL1,70
5,1,5,0,0,-,-,STONE3,72
5,1,5,0,0,-,-,STONE3,72
5,1,5,0,0,-,-,STONE3,75
5,1,5,0,0,-,-,LITE4,76
5,1,5,0,0,-,-,STONE3,70
5,1,5,0,0,-,-,METAL1,76
5,1,5,0,0,-,-,STONE3,72
5,1,5,0,0,-,-,STONE3,72
5,1,5,0,0,-,-,STONE3,140
5,1,5,0,0,-,-,LITE4,139
5,1,5,0,0,-,-,STONE3,75
5,1,5,10,0,-,-,METAL1,139
5,1,5,0,0,-,-,METAL1,70
5,1,5,16,0,-,-,METAL1,76
5,1,5,26,0,-,-,METAL1,76
5,1,5,0,0,METAL1,NUKE24,-,76
5,1,5,0,0,-,-,-,70
5,1,5,0,0,METAL1,NUKE24,-,76
5,1,5,0,0,-,-,-,75
5,1,5,60,0,METAL1,-,-,139
5,1,5,0,0,-,STONE2,-,52
5,1,5,16,0,-,-,METAL1,139
5,1,5,0,0,METAL1,NUKE24,-,139
5,1,5,0,0,-,-,-,75
5,1,5,0,0,METAL1,NUKE24,-,139
5,1,5,0,0,-,-,-,140
5,1,5,16,0,METAL1,METAL1,-,72
5,1,5,0,0,-,-,-,80
5,1,5,16,0,-,-,METAL1,72
5,1,5,0,0,STARTAN3,STARTAN3,-,79
5,1,5,0,0,-,-,-,80
5,1,5,0,0,-,-,STARTAN3,79
5,1,5,0,0,-,-,LITE4,80
5,1,5,0,0,-,-,LITE4,80
5,1,5,32,0,-,-,METAL1,72
5,1,5,0,0,-,-,SLADWALL,72
5,1,5,0,0,-,-,METAL1,75
5,1,5,0,0,-,-,METAL1,75
5,1,5,0,0,-,-,SLADWALL,72
5,1,5,32,0,-,-,METAL1,72
5,1,5,0,0,-,-,METAL1,75
5,1,5,0,0,-,-,METAL1,75
5,1,5,0,0,SLADWALL,SLADWALL,-,72
5,1,5,0,0,-,-,-,74
5,1,5,0,0,METAL1,SLADWALL,-,72
5,1,5,0,0,-,-,-,75
5,1,5,16,0,METAL1,SLADWALL,-,72
5,1,5,0,0,-,-,-,75
5,1,5,0,0,METAL1,NUKE24,-,74
5,1,5,0,0,-,-,-,75
