level_id,episode,mission,seg_count,first_seg
4,1,4,1,709
4,1,4,1,710
4,1,4,4,711
4,1,4,2,715
4,1,4,2,717
4,1,4,3,719
4,1,4,2,722
4,1,4,4,724
4,1,4,2,728
4,1,4,4,730
4,1,4,4,734
4,1,4,4,738
4,1,4,1,742
4,1,4,1,743
4,1,4,2,744
4,1,4,3,746
4,1,4,1,749
4,1,4,3,750
4,1,4,3,753
4,1,4,2,756
4,1,4,3,758
4,1,4,7,761
4,1,4,3,768
4,1,4,2,771
4,1,4,4,773
4,1,4,3,777
4,1,4,1,780
4,1,4,3,781
4,1,4,4,784
4,1,4,3,788
4,1,4,1,791
4,1,4,1,792
4,1,4,2,793
4,1,4,1,795
4,1,4,1,796
4,1,4,3,797
4,1,4,3,800
4,1,4,5,803
4,1,4,5,808
4,1,4,5,813
4,1,4,6,818
4,1,4,4,824
4,1,4,1,828
4,1,4,1,829
4,1,4,6,830
4,1,4,1,836
4,1,4,4,837
4,1,4,5,841
4,1,4,4,846
4,1,4,1,850
4,1,4,6,851
4,1,4,3,857
4,1,4,2,860
4,1,4,1,862
4,1,4,3,863
4,1,4,4,866
4,1,4,6,870
4,1,4,3,876
4,1,4,4,879
4,1,4,4,883
4,1,4,1,887
4,1,4,4,888
4,1,4,3,892
4,1,4,3,895
4,1,4,1,898
4,1,4,3,899
4,1,4,2,902
4,1,4,4,904
4,1,4,1,908
4,1,4,4,909
4,1,4,4,913
4,1,4,2,917
4,1,4,2,919
4,1,4,2,921
4,1,4,3,923
4,1,4,5,926
4,1,4,2,931
4,1,4,6,933
4,1,4,3,939
4,1,4,5,942
4,1,4,4,947
4,1,4,4,951
4,1,4,3,955
4,1,4,4,958
4,1,4,4,962
4,1,4,3,966
4,1,4,3,969
4,1,4,10,972
4,1,4,6,982
4,1,4,1,988
4,1,4,3,989
4,1,4,5,992
4,1,4,2,997
4,1,4,4,999
4,1,4,4,1003
4,1,4,4,1007
4,1,4,3,1011
4,1,4,2,1014
4,1,4,4,1016
4,1,4,2,1020
4,1,4,2,1022
4,1,4,2,1024
4,1,4,1,1026
4,1,4,4,1027
4,1,4,2,1031
4,1,4,1,1033
4,1,4,1,1034
4,1,4,3,1035
4,1,4,2,1038
4,1,4,3,1040
4,1,4,1,1043
4,1,4,3,1044
4,1,4,3,1047
4,1,4,3,1050
4,1,4,2,1053
4,1,4,3,1055
4,1,4,2,1058
4,1,4,3,1060
4,1,4,3,1063
4,1,4,4,1066
4,1,4,2,1070
4,1,4,2,1072
4,1,4,4,1074
4,1,4,4,1078
4,1,4,3,1082
4,1,4,4,1085
4,1,4,4,1089
4,1,4,2,1093
4,1,4,2,1095
4,1,4,3,1097
4,1,4,6,1100
4,1,4,4,1106
4,1,4,4,1110
4,1,4,4,1114
4,1,4,2,1118
4,1,4,2,1120
4,1,4,4,1122
4,1,4,4,1126
4,1,4,3,1130
4,1,4,3,1133
4,1,4,1,1136
4,1,4,3,1137
4,1,4,2,1140
4,1,4,8,1142
4,1,4,3,1150
4,1,4,3,1153
4,1,4,1,1156
4,1,4,1,1157
4,1,4,6,1158
4,1,4,4,1164
4,1,4,4,1168
13,2,4,3,0
13,2,4,4,3
13,2,4,1,7
13,2,4,1,8
13,2,4,4,9
13,2,4,2,13
13,2,4,3,15
13,2,4,2,18
13,2,4,1,20
13,2,4,4,21
13,2,4,4,25
13,2,4,3,29
13,2,4,3,32
13,2,4,2,35
13,2,4,4,37
13,2,4,4,41
13,2,4,4,45
13,2,4,2,49
13,2,4,2,51
13,2,4,4,53
13,2,4,4,57
13,2,4,2,61
13,2,4,2,63
13,2,4,2,65
13,2,4,4,67
13,2,4,3,71
13,2,4,2,74
13,2,4,2,76
13,2,4,4,78
13,2,4,3,82
13,2,4,2,85
13,2,4,4,87
13,2,4,2,91
13,2,4,4,93
13,2,4,1,97
13,2,4,2,98
13,2,4,2,100
13,2,4,4,102
13,2,4,4,106
13,2,4,3,110
13,2,4,2,113
13,2,4,6,115
13,2,4,4,121
13,2,4,4,125
13,2,4,2,129
13,2,4,1,131
13,2,4,4,132
13,2,4,5,136
13,2,4,4,141
13,2,4,2,145
13,2,4,4,147
13,2,4,2,151
13,2,4,4,153
13,2,4,4,157
13,2,4,4,161
13,2,4,4,165
13,2,4,4,169
13,2,4,6,173
13,2,4,1,179
13,2,4,4,180
13,2,4,4,184
13,2,4,4,188
13,2,4,1,192
13,2,4,4,193
13,2,4,4,197
13,2,4,4,201
13,2,4,4,205
13,2,4,4,209
13,2,4,7,213
13,2,4,2,220
13,2,4,4,222
13,2,4,4,226
13,2,4,4,230
13,2,4,9,234
13,2,4,4,243
13,2,4,2,247
13,2,4,4,249
13,2,4,3,253
13,2,4,4,256
13,2,4,4,260
13,2,4,3,264
13,2,4,4,267
13,2,4,4,271
13,2,4,3,275
13,2,4,4,278
13,2,4,4,282
13,2,4,4,286
13,2,4,4,290
13,2,4,5,294
13,2,4,4,299
13,2,4,4,303
13,2,4,3,307
13,2,4,4,310
13,2,4,5,314
13,2,4,4,319
13,2,4,4,323
13,2,4,2,327
13,2,4,4,329
13,2,4,4,333
13,2,4,2,337
13,2,4,4,339
13,2,4,4,343
13,2,4,2,347
13,2,4,2,349
13,2,4,2,351
13,2,4,4,353
13,2,4,3,357
13,2,4,4,360
13,2,4,4,364
13,2,4,3,368
13,2,4,3,371
13,2,4,4,374
13,2,4,8,378
13,2,4,2,386
13,2,4,4,388
13,2,4,4,392
13,2,4,4,396
13,2,4,4,400
13,2,4,2,404
13,2,4,1,406
13,2,4,2,407
13,2,4,3,409
13,2,4,4,412
13,2,4,2,416
13,2,4,3,418
13,2,4,2,421
13,2,4,3,423
13,2,4,3,426
13,2,4,2,429
13,2,4,2,431
13,2,4,3,433
13,2,4,3,436
13,2,4,2,439
13,2,4,3,441
13,2,4,2,444
13,2,4,2,446
13,2,4,3,448
13,2,4,3,451
13,2,4,4,454
13,2,4,1,458
13,2,4,6,459
13,2,4,4,465
13,2,4,3,469
13,2,4,1,472
13,2,4,7,473
13,2,4,2,480
13,2,4,1,482
13,2,4,2,483
13,2,4,4,485
13,2,4,3,489
13,2,4,4,492
13,2,4,4,496
13,2,4,4,500
13,2,4,2,504
13,2,4,5,506
13,2,4,1,511
13,2,4,6,512
13,2,4,2,518
13,2,4,1,520
13,2,4,4,521
13,2,4,1,525
13,2,4,4,526
13,2,4,4,530
13,2,4,4,534
13,2,4,1,538
13,2,4,4,539
13,2,4,4,543
13,2,4,4,547
13,2,4,2,551
13,2,4,2,553
13,2,4,4,555
13,2,4,4,559
13,2,4,4,563
13,2,4,4,567
13,2,4,4,571
13,2,4,1,575
13,2,4,4,576
13,2,4,1,580
13,2,4,3,581
13,2,4,4,584
13,2,4,8,588
13,2,4,1,596
13,2,4,1,597
13,2,4,1,598
13,2,4,2,599
13,2,4,3,601
13,2,4,1,604
13,2,4,3,605
13,2,4,4,608
13,2,4,2,612
13,2,4,3,614
13,2,4,4,617
13,2,4,1,621
13,2,4,8,622
13,2,4,1,630
13,2,4,1,631
13,2,4,4,632
13,2,4,4,636
13,2,4,4,640
13,2,4,1,644
13,2,4,4,645
13,2,4,4,649
13,2,4,4,653
13,2,4,4,657
13,2,4,4,661
13,2,4,4,665
13,2,4,2,669
13,2,4,2,671
13,2,4,1,673
13,2,4,1,674
13,2,4,1,675
13,2,4,1,676
13,2,4,10,677
13,2,4,4,687
13,2,4,1,691
13,2,4,2,692
13,2,4,1,694
13,2,4,1,695
13,2,4,4,696
13,2,4,5,700
13,2,4,1,705
13,2,4,6,706
13,2,4,1,712
13,2,4,4,713
13,2,4,2,717
13,2,4,1,719
13,2,4,1,720
13,2,4,1,721
13,2,4,6,722
13,2,4,3,728
13,2,4,3,731
13,2,4,3,734
13,2,4,1,737
13,2,4,1,738
13,2,4,2,739
13,2,4,3,741
13,2,4,4,744
13,2,4,4,748
13,2,4,4,752
13,2,4,4,756
13,2,4,1,760
13,2,4,2,761
13,2,4,2,763
13,2,4,4,765
13,2,4,3,769
13,2,4,4,772
13,2,4,4,776
13,2,4,5,780
13,2,4,2,785
13,2,4,3,787
13,2,4,4,790
13,2,4,2,794
13,2,4,3,796
13,2,4,4,799
13,2,4,6,803
13,2,4,1,809
13,2,4,1,810
13,2,4,3,811
13,2,4,2,814
13,2,4,4,816
13,2,4,2,820
13,2,4,3,822
13,2,4,1,825
13,2,4,4,826
13,2,4,6,830
13,2,4,1,836
13,2,4,2,837
13,2,4,2,839
13,2,4,3,841
13,2,4,4,844
13,2,4,3,848
13,2,4,3,851
13,2,4,2,854
13,2,4,4,856
13,2,4,4,860
13,2,4,5,864
13,2,4,4,869
13,2,4,5,873
13,2,4,4,878
13,2,4,4,882
13,2,4,4,886
13,2,4,2,890
13,2,4,3,892
13,2,4,4,895
13,2,4,4,899
13,2,4,4,903
13,2,4,4,907
13,2,4,4,911
13,2,4,4,915
13,2,4,4,919
13,2,4,2,923
13,2,4,4,925
13,2,4,4,929
13,2,4,4,933
13,2,4,4,937
13,2,4,3,941
13,2,4,4,944
13,2,4,4,948
13,2,4,6,952
13,2,4,4,958
13,2,4,5,962
13,2,4,4,967
13,2,4,2,971
13,2,4,8,973
13,2,4,1,981
13,2,4,4,982
13,2,4,3,986
13,2,4,3,989
13,2,4,3,992
13,2,4,2,995
13,2,4,4,997
13,2,4,3,1001
13,2,4,3,1004
13,2,4,3,1007
13,2,4,1,1010
13,2,4,3,1011
13,2,4,4,1014
13,2,4,4,1018
13,2,4,4,1022
13,2,4,1,1026
13,2,4,1,1027
13,2,4,4,1028
13,2,4,3,1032
13,2,4,2,1035
13,2,4,2,1037
13,2,4,3,1039
13,2,4,2,1042
13,2,4,4,1044
13,2,4,2,1048
13,2,4,1,1050
13,2,4,4,1051
13,2,4,3,1055
13,2,4,3,1058
13,2,4,7,1061
13,2,4,3,1068
13,2,4,4,1071
13,2,4,6,1075
13,2,4,4,1081
13,2,4,2,1085
13,2,4,3,1087
13,2,4,4,1090
13,2,4,5,1094
13,2,4,2,1099
13,2,4,3,1101
13,2,4,3,1104
13,2,4,2,1107
13,2,4,2,1109
13,2,4,4,1111
13,2,4,5,1115
13,2,4,3,1120
13,2,4,2,1123
13,2,4,2,1125
13,2,4,3,1127
13,2,4,3,1130
13,2,4,3,1133
13,2,4,2,1136
13,2,4,5,1138
13,2,4,3,1143
13,2,4,6,1146
13,2,4,3,1152
13,2,4,2,1155
13,2,4,6,1157
13,2,4,3,1163
13,2,4,4,1166
13,2,4,7,1170
13,2,4,3,1177
13,2,4,1,1180
13,2,4,5,1181
13,2,4,1,1186
13,2,4,4,1187
13,2,4,5,1191
13,2,4,1,1196
13,2,4,2,1197
13,2,4,4,1199
13,2,4,1,1203
13,2,4,4,1204
13,2,4,1,1208
13,2,4,2,1209
13,2,4,4,1211
13,2,4,4,1215
13,2,4,3,1219
13,2,4,3,1222
13,2,4,1,1225
13,2,4,2,1226
13,2,4,2,1228
13,2,4,4,1230
13,2,4,3,1234
13,2,4,1,1237
13,2,4,2,1238
13,2,4,6,1240
13,2,4,4,1246
13,2,4,4,1250
13,2,4,4,1254
13,2,4,3,1258
13,2,4,3,1261
13,2,4,3,1264
13,2,4,3,1267
13,2,4,4,1270
13,2,4,4,1274
13,2,4,3,1278
13,2,4,4,1281
13,2,4,4,1285
13,2,4,4,1289
13,2,4,2,1293
13,2,4,3,1295
13,2,4,4,1298
13,2,4,6,1302
13,2,4,1,1308
13,2,4,1,1309
13,2,4,4,1310
13,2,4,1,1314
13,2,4,4,1315
13,2,4,2,1319
13,2,4,2,1321
13,2,4,3,1323
13,2,4,3,1326
13,2,4,3,1329
13,2,4,6,1332
13,2,4,3,1338
13,2,4,1,1341
13,2,4,3,1342
13,2,4,3,1345
13,2,4,5,1348
13,2,4,3,1353
13,2,4,1,1356
13,2,4,5,1357
13,2,4,2,1362
13,2,4,4,1364
13,2,4,1,1368
13,2,4,3,1369
13,2,4,3,1372
13,2,4,1,1375
13,2,4,4,1376
13,2,4,4,1380
13,2,4,4,1384
13,2,4,3,1388
13,2,4,2,1391
13,2,4,3,1393
13,2,4,4,1396
13,2,4,3,1400
13,2,4,2,1403
13,2,4,2,1405
13,2,4,1,1407
13,2,4,1,1408
13,2,4,4,1409
13,2,4,1,1413
13,2,4,1,1414
13,2,4,4,1415
13,2,4,2,1419
13,2,4,2,1421
13,2,4,4,1423
13,2,4,3,1427
13,2,4,4,1430
13,2,4,3,1434
13,2,4,2,1437
13,2,4,3,1439
13,2,4,3,1442
13,2,4,3,1445
13,2,4,5,1448
13,2,4,3,1453
13,2,4,2,1456
13,2,4,4,1458
13,2,4,3,1462
13,2,4,3,1465
13,2,4,3,1468
13,2,4,4,1471
13,2,4,3,1475
13,2,4,2,1478
13,2,4,4,1480
13,2,4,4,1484
13,2,4,1,1488
13,2,4,4,1489
13,2,4,1,1493
13,2,4,3,1494
13,2,4,3,1497
13,2,4,4,1500
13,2,4,7,1504
13,2,4,6,1511
13,2,4,4,1517
13,2,4,4,1521
13,2,4,5,1525
13,2,4,4,1530
13,2,4,4,1534
13,2,4,4,1538
13,2,4,6,1542
13,2,4,4,1548
13,2,4,4,1552
13,2,4,4,1556
13,2,4,3,1560
13,2,4,4,1563
13,2,4,2,1567
13,2,4,4,1569
13,2,4,5,1573
13,2,4,4,1578
13,2,4,4,1582
13,2,4,2,1586
13,2,4,1,1588
21,3,3,1,0
21,3,3,3,1
21,3,3,4,4
21,3,3,2,8
21,3,3,4,10
21,3,3,7,14
21,3,3,4,21
21,3,3,3,25
21,3,3,5,28
21,3,3,2,33
21,3,3,4,35
21,3,3,4,39
21,3,3,5,43
21,3,3,4,48
21,3,3,4,52
21,3,3,4,56
21,3,3,4,60
21,3,3,4,64
21,3,3,2,68
21,3,3,4,70
21,3,3,7,74
21,3,3,3,81
21,3,3,3,84
21,3,3,11,87
21,3,3,7,98
21,3,3,4,105
21,3,3,4,109
21,3,3,8,113
21,3,3,1,121
21,3,3,4,122
21,3,3,4,126
21,3,3,2,130
21,3,3,4,132
21,3,3,4,136
21,3,3,4,140
