level_id,episode,mission,vertex_1,vertex_2,flags,action_special,sector_tag,front_side,back_side
11,2,2,104,105,1,0,0,75,65535
11,2,2,106,107,1,0,0,76,65535
11,2,2,108,109,1,0,0,77,65535
11,2,2,25,110,1,0,0,78,65535
11,2,2,110,111,1,0,0,79,65535
11,2,2,111,112,1,0,0,80,65535
11,2,2,112,113,1,0,0,81,65535
11,2,2,114,115,1,0,0,82,65535
11,2,2,115,116,1,0,0,83,65535
11,2,2,116,117,1,0,0,84,65535
11,2,2,117,27,1,0,0,85,65535
11,2,2,118,119,1,0,0,86,65535
11,2,2,120,121,1,0,0,87,65535
11,2,2,122,123,1,0,0,88,65535
11,2,2,29,34,20,0,0,89,90
11,2,2,124,99,1,0,0,91,65535
11,2,2,125,124,1,0,0,92,65535
11,2,2,126,125,1,0,0,93,65535
11,2,2,127,126,1,0,0,94,65535
11,2,2,128,127,1,0,0,95,65535
11,2,2,129,128,1,0,0,96,65535
11,2,2,130,129,1,0,0,97,65535
11,2,2,131,130,1,0,0,98,65535
11,2,2,132,131,1,0,0,99,65535
11,2,2,133,132,1,0,0,100,65535
11,2,2,134,135,1,0,0,101,65535
11,2,2,136,134,1,0,0,102,65535
11,2,2,137,136,1,0,0,103,65535
11,2,2,138,137,1,0,0,104,65535
11,2,2,139,140,1,0,0,105,65535
11,2,2,102,141,1,0,0,106,65535
11,2,2,142,143,1,0,0,107,65535
11,2,2,144,145,1,0,0,108,65535
11,2,2,146,147,1,0,0,109,65535
11,2,2,148,149,1,0,0,110,65535
11,2,2,147,148,1,0,0,111,65535
11,2,2,143,144,1,0,0,112,65535
11,2,2,145,150,1,0,0,113,65535
11,2,2,150,151,1,0,0,114,65535
11,2,2,151,146,1,0,0,115,65535
11,2,2,141,152,1,0,0,116,65535
11,2,2,152,153,1,0,0,117,65535
11,2,2,153,142,1,0,0,118,65535
11,2,2,149,154,1,0,0,119,65535
11,2,2,154,155,1,0,0,120,65535
11,2,2,155,139,1,0,0,121,65535
11,2,2,156,101,1,0,0,122,65535
11,2,2,105,157,1,0,0,123,65535
11,2,2,158,156,1,0,0,124,65535
11,2,2,159,158,1,0,0,125,65535
11,2,2,157,160,1,0,0,126,65535
11,2,2,161,162,1,0,0,127,65535
11,2,2,163,164,1,0,0,128,65535
11,2,2,165,163,1,0,0,129,65535
11,2,2,162,166,1,0,0,130,65535
11,2,2,166,167,1,0,0,131,65535
11,2,2,167,168,1,0,0,132,65535
11,2,2,168,169,1,0,0,133,65535
11,2,2,169,170,1,0,0,134,65535
11,2,2,170,171,1,0,0,135,65535
11,2,2,172,165,1,0,0,136,65535
11,2,2,98,173,1,0,0,137,65535
11,2,2,174,175,1,0,0,138,65535
11,2,2,175,176,1,0,0,139,65535
11,2,2,176,177,1,0,0,140,65535
11,2,2,178,179,1,0,0,141,65535
11,2,2,177,180,1,0,0,142,65535
11,2,2,181,182,1,0,0,143,65535
11,2,2,183,184,1,0,0,144,65535
11,2,2,185,183,1,0,0,145,65535
11,2,2,71,185,1,0,0,146,65535
11,2,2,186,66,1,0,0,147,65535
11,2,2,67,187,1,0,0,148,65535
11,2,2,187,68,1,0,0,149,65535
11,2,2,188,189,1,0,0,150,65535
11,2,2,190,191,1,0,0,151,65535
11,2,2,192,193,1,0,0,152,65535
11,2,2,194,192,1,0,0,153,65535
11,2,2,195,194,1,0,0,154,65535
11,2,2,196,195,1,0,0,155,65535
11,2,2,197,196,1,0,0,156,65535
11,2,2,198,197,1,0,0,157,65535
11,2,2,199,198,1,0,0,158,65535
11,2,2,193,199,1,0,0,159,65535
11,2,2,200,201,1,0,0,160,65535
11,2,2,202,200,1,0,0,161,65535
11,2,2,203,202,1,0,0,162,65535
11,2,2,204,203,1,0,0,163,65535
11,2,2,205,204,1,0,0,164,65535
11,2,2,206,205,1,0,0,165,65535
11,2,2,207,206,1,0,0,166,65535
11,2,2,201,207,1,0,0,167,65535
11,2,2,208,209,1,0,0,168,65535
11,2,2,210,208,1,0,0,169,65535
11,2,2,211,210,1,0,0,170,65535
11,2,2,212,211,1,0,0,171,65535
11,2,2,213,212,1,0,0,172,65535
11,2,2,214,213,1,0,0,173,65535
11,2,2,215,214,1,0,0,174,65535
11,2,2,209,215,1,0,0,175,65535
11,2,2,113,216,1,0,0,176,65535
11,2,2,216,217,1,0,0,177,65535
11,2,2,218,219,1,0,0,178,65535
11,2,2,219,220,1,0,0,179,65535
11,2,2,220,221,1,0,0,180,65535
11,2,2,222,223,1,0,0,181,65535
11,2,2,223,224,1,0,0,182,65535
11,2,2,224,225,1,0,0,183,65535
11,2,2,225,226,1,0,0,184,65535
11,2,2,226,227,1,0,0,185,65535
11,2,2,227,228,1,0,0,186,65535
11,2,2,229,230,1,0,0,187,65535
11,2,2,231,232,1,0,0,188,65535
11,2,2,233,234,1,0,0,189,65535
11,2,2,234,235,1,0,0,190,65535
11,2,2,236,237,1,0,0,191,65535
11,2,2,237,238,1,0,0,192,65535
11,2,2,238,239,1,0,0,193,65535
11,2,2,239,240,1,0,0,194,65535
11,2,2,240,241,1,0,0,195,65535
11,2,2,241,114,1,0,0,196,65535
11,2,2,242,243,1,0,0,197,65535
11,2,2,243,244,1,0,0,198,65535
11,2,2,245,246,1,0,0,199,65535
11,2,2,246,247,1,0,0,200,65535
11,2,2,248,249,1,0,0,201,65535
11,2,2,249,250,1,0,0,202,65535
11,2,2,251,252,1,0,0,203,65535
11,2,2,253,254,1,0,0,204,65535
11,2,2,255,256,1,0,0,205,65535
11,2,2,256,257,1,0,0,206,65535
11,2,2,258,259,1,0,0,207,65535
11,2,2,260,236,1,0,0,208,65535
11,2,2,261,262,1,0,0,209,65535
11,2,2,263,264,1,0,0,210,65535
11,2,2,265,263,1,0,0,211,65535
11,2,2,262,266,1,0,0,212,65535
11,2,2,266,267,1,0,0,213,65535
11,2,2,267,268,1,0,0,214,65535
11,2,2,264,269,1,0,0,215,65535
11,2,2,270,271,1,0,0,216,65535
11,2,2,272,273,1,0,0,217,65535
11,2,2,273,274,1,0,0,218,65535
11,2,2,274,275,1,0,0,219,65535
11,2,2,275,276,1,0,0,220,65535
11,2,2,276,277,1,0,0,221,65535
11,2,2,277,278,1,0,0,222,65535
11,2,2,278,279,1,9,1,223,65535
11,2,2,279,280,1,0,0,224,65535
11,2,2,280,281,1,0,0,225,65535
11,2,2,281,282,1,0,0,226,65535
11,2,2,282,283,1,0,0,227,65535
11,2,2,284,285,1,0,0,228,65535
11,2,2,286,260,1,0,0,229,65535
11,2,2,287,288,1,0,0,230,65535
11,2,2,289,290,1,0,0,231,65535
11,2,2,291,289,17,0,0,232,65535
11,2,2,285,292,17,0,0,233,65535
11,2,2,288,293,17,0,0,234,65535
11,2,2,293,291,17,0,0,235,65535
11,2,2,292,294,17,0,0,236,65535
11,2,2,294,286,17,0,0,237,65535
11,2,2,283,295,17,0,0,238,65535
11,2,2,295,296,17,0,0,239,65535
11,2,2,296,261,17,0,0,240,65535
11,2,2,269,297,17,0,0,241,65535
11,2,2,297,298,17,0,0,242,65535
11,2,2,298,270,17,0,0,243,65535
11,2,2,299,118,1,0,0,244,65535
11,2,2,300,299,1,0,0,245,65535
11,2,2,301,300,1,0,0,246,65535
11,2,2,302,301,1,0,0,247,65535
11,2,2,303,302,1,0,0,248,65535
11,2,2,304,303,1,0,0,249,65535
11,2,2,305,304,1,0,0,250,65535
11,2,2,306,305,1,0,0,251,65535
11,2,2,1,306,1,0,0,252,65535
11,2,2,307,308,1,0,0,253,65535
11,2,2,308,309,1,0,0,254,65535
11,2,2,309,310,1,0,0,255,65535
11,2,2,310,311,1,0,0,256,65535
11,2,2,311,312,1,0,0,257,65535
11,2,2,312,313,1,0,0,258,65535
11,2,2,313,314,1,0,0,259,65535
11,2,2,314,315,1,0,0,260,65535
11,2,2,315,10,1,0,0,261,65535
11,2,2,316,317,1,0,0,262,65535
11,2,2,317,318,1,0,0,263,65535
11,2,2,318,319,1,0,0,264,65535
11,2,2,7,320,1,0,0,265,65535
11,2,2,320,321,1,0,0,266,65535
11,2,2,321,322,1,0,0,267,65535
11,2,2,322,323,1,0,0,268,65535
11,2,2,323,324,1,0,0,269,65535
11,2,2,325,326,1,0,0,270,65535
11,2,2,327,328,1,0,0,271,65535
11,2,2,329,330,1,0,0,272,65535
11,2,2,331,332,1,0,0,273,65535
11,2,2,333,331,1,0,0,274,65535
11,2,2,334,335,1,0,0,275,65535
11,2,2,336,334,1,0,0,276,65535
11,2,2,337,336,1,0,0,277,65535
11,2,2,338,337,1,0,0,278,65535
11,2,2,339,340,1,0,0,279,65535
11,2,2,341,339,1,0,0,280,65535
11,2,2,342,343,1,0,0,281,65535
11,2,2,344,342,1,0,0,282,65535
11,2,2,345,346,1,0,0,283,65535
11,2,2,347,348,1,0,0,284,65535
11,2,2,349,350,1,0,0,285,65535
11,2,2,350,351,1,0,0,286,65535
11,2,2,352,353,1,0,0,287,65535
11,2,2,351,354,1,0,0,288,65535
11,2,2,355,352,1,0,0,289,65535
11,2,2,356,357,1,0,0,290,65535
11,2,2,358,356,1,0,0,291,65535
11,2,2,359,355,1,0,0,292,65535
11,2,2,360,359,1,0,0,293,65535
11,2,2,361,362,100,0,0,294,295
11,2,2,363,364,1,0,0,296,65535
11,2,2,365,363,1,0,0,297,65535
11,2,2,366,367,1,0,0,298,65535
11,2,2,364,366,1,0,0,299,65535
11,2,2,368,369,1,0,0,300,65535
11,2,2,370,371,1,0,0,301,65535
11,2,2,369,370,1,0,0,302,65535
11,2,2,372,373,1,0,0,303,65535
11,2,2,371,372,1,0,0,304,65535
11,2,2,340,338,1,0,0,305,65535
11,2,2,374,341,1,0,0,306,65535
11,2,2,375,329,1,0,0,307,65535
11,2,2,376,377,1,0,0,308,65535
11,2,2,377,378,1,0,0,309,65535
11,2,2,379,375,1,0,0,310,65535
11,2,2,343,380,1,0,0,311,65535
11,2,2,380,381,1,0,0,312,65535
11,2,2,382,374,1,0,0,313,65535
11,2,2,383,382,1,0,0,314,65535
11,2,2,381,384,1,0,0,315,65535
11,2,2,385,383,1,0,0,316,65535
11,2,2,386,385,1,0,0,317,65535
11,2,2,387,365,1,0,0,318,65535
11,2,2,388,389,1,0,0,319,65535
11,2,2,389,390,1,0,0,320,65535
11,2,2,391,392,1,0,0,321,65535
11,2,2,390,391,1,0,0,322,65535
11,2,2,393,394,1,0,0,323,65535
11,2,2,395,393,1,0,0,324,65535
11,2,2,396,397,1,0,0,325,65535
11,2,2,394,398,1,0,0,326,65535
11,2,2,399,400,1,0,0,327,65535
11,2,2,398,401,1,0,0,328,65535
11,2,2,402,399,1,0,0,329,65535
11,2,2,403,402,1,0,0,330,65535
11,2,2,404,403,1,0,0,331,65535
11,2,2,405,404,1,0,0,332,65535
11,2,2,406,407,1,0,0,333,65535
11,2,2,408,405,1,0,0,334,65535
11,2,2,409,408,1,0,0,335,65535
11,2,2,410,411,1,0,0,336,65535
11,2,2,411,412,4,0,0,337,338
11,2,2,413,414,1,0,0,339,65535
11,2,2,415,413,4,0,0,340,341
11,2,2,416,417,1,0,0,342,65535
11,2,2,412,418,4,0,0,343,344
11,2,2,419,420,1,0,0,345,65535
11,2,2,421,419,1,0,0,346,65535
11,2,2,422,423,1,0,0,347,65535
11,2,2,424,421,1,0,0,348,65535
11,2,2,425,426,1,0,0,349,65535
11,2,2,423,425,1,0,0,350,65535
11,2,2,427,424,1,0,0,351,65535
11,2,2,428,429,1,0,0,352,65535
11,2,2,430,428,1,0,0,353,65535
11,2,2,426,431,1,0,0,354,65535
11,2,2,432,427,1,0,0,355,65535
11,2,2,433,434,1,0,0,356,65535
11,2,2,431,433,1,0,0,357,65535
11,2,2,434,435,1,0,0,358,65535
11,2,2,436,437,1,0,0,359,65535
11,2,2,435,438,1,0,0,360,65535
11,2,2,439,440,1,0,0,361,65535
11,2,2,438,439,1,0,0,362,65535
11,2,2,441,442,1,0,0,363,65535
11,2,2,440,443,1,0,0,364,65535
11,2,2,437,444,1,0,0,365,65535
11,2,2,445,446,1,0,0,366,65535
11,2,2,444,447,1,0,0,367,65535
11,2,2,448,445,1,0,0,368,65535
11,2,2,449,448,1,0,0,369,65535
11,2,2,447,450,1,0,0,370,65535
11,2,2,451,452,1,0,0,371,65535
11,2,2,450,451,1,0,0,372,65535
11,2,2,453,449,4,0,0,373,374
11,2,2,454,453,4,0,0,375,376
11,2,2,455,454,1,0,0,377,65535
11,2,2,452,456,1,0,0,378,65535
11,2,2,457,455,1,0,0,379,65535
11,2,2,458,457,1,0,0,380,65535
11,2,2,459,458,4,0,0,381,382
11,2,2,460,461,1,0,0,383,65535
11,2,2,462,463,4,0,0,384,385
11,2,2,464,465,1,0,0,386,65535
11,2,2,466,464,1,0,0,387,65535
11,2,2,463,467,1,0,0,388,65535
11,2,2,468,469,1,0,0,389,65535
11,2,2,470,471,1,0,0,390,65535
11,2,2,472,473,1,0,0,391,65535
11,2,2,474,475,1,0,0,392,65535
11,2,2,476,474,1,0,0,393,65535
11,2,2,477,476,1,0,0,394,65535
11,2,2,392,478,1,0,0,395,65535
11,2,2,479,468,1,0,0,396,65535
11,2,2,480,479,1,0,0,397,65535
11,2,2,481,480,1,0,0,398,65535
11,2,2,482,483,4,0,0,399,400
11,2,2,484,482,4,0,0,401,402
11,2,2,485,481,1,0,0,403,65535
11,2,2,486,485,1,0,0,404,65535
11,2,2,483,487,4,0,0,405,406
11,2,2,488,486,1,0,0,407,65535
11,2,2,489,490,1,0,0,408,65535
11,2,2,487,489,1,0,0,409,65535
11,2,2,491,488,1,0,0,410,65535
11,2,2,492,491,1,0,0,411,65535
11,2,2,493,494,1,0,0,412,65535
11,2,2,490,493,1,0,0,413,65535
11,2,2,494,495,1,0,0,414,65535
11,2,2,417,496,4,0,0,415,416
11,2,2,497,498,1,0,0,417,65535
11,2,2,499,497,1,0,0,418,65535
11,2,2,500,501,1,0,0,419,65535
11,2,2,502,503,1,0,0,420,65535
11,2,2,504,505,1,0,0,421,65535
11,2,2,506,507,1,0,0,422,65535
11,2,2,508,506,1,0,0,423,65535
11,2,2,509,510,1,0,0,424,65535
11,2,2,511,512,1,0,0,425,65535
11,2,2,513,514,4,0,0,426,427
11,2,2,515,513,4,0,0,428,429
11,2,2,516,515,1,0,0,430,65535
11,2,2,517,518,1,0,0,431,65535
11,2,2,519,517,1,0,0,432,65535
11,2,2,498,520,1,0,0,433,65535
11,2,2,521,522,1,0,0,434,65535
11,2,2,520,521,1,0,0,435,65535
11,2,2,523,524,1,0,0,436,65535
11,2,2,525,526,1,0,0,437,65535
11,2,2,527,528,1,0,0,438,65535
11,2,2,529,527,1,0,0,439,65535
11,2,2,530,531,1,0,0,440,65535
11,2,2,532,533,4,0,0,441,442
11,2,2,534,532,4,0,0,443,444
11,2,2,535,534,1,0,0,445,65535
11,2,2,531,533,1,0,0,446,65535
11,2,2,536,537,1,0,0,447,65535
11,2,2,538,539,1,0,0,448,65535
11,2,2,540,541,1,0,0,449,65535
11,2,2,542,530,1,0,0,450,65535
11,2,2,530,543,4,0,0,451,452
11,2,2,544,545,4,0,0,453,454
11,2,2,546,544,4,0,0,455,456
11,2,2,545,547,4,0,0,457,458
11,2,2,547,548,4,0,0,459,460
11,2,2,549,538,1,0,0,461,65535
11,2,2,550,551,1,0,0,462,65535
11,2,2,552,516,1,0,0,463,65535
11,2,2,551,552,1,0,0,464,65535
11,2,2,553,554,1,0,0,465,65535
11,2,2,555,553,1,0,0,466,65535
11,2,2,556,555,1,0,0,467,65535
11,2,2,557,558,1,0,0,468,65535
11,2,2,559,556,1,0,0,469,65535
11,2,2,560,561,1,0,0,470,65535
11,2,2,558,562,1,0,0,471,65535
11,2,2,563,559,1,0,0,472,65535
11,2,2,564,563,1,0,0,473,65535
11,2,2,565,564,1,0,0,474,65535
11,2,2,566,567,1,0,0,475,65535
11,2,2,568,565,1,0,0,476,65535
11,2,2,569,568,1,0,0,477,65535
11,2,2,570,571,1,0,0,478,65535
11,2,2,572,573,1,0,0,479,65535
11,2,2,574,575,1,0,0,480,65535
11,2,2,576,572,1,0,0,481,65535
11,2,2,577,576,1,0,0,482,65535
11,2,2,575,578,1,0,0,483,65535
11,2,2,578,579,1,0,0,484,65535
11,2,2,580,577,1,0,0,485,65535
11,2,2,581,580,1,0,0,486,65535
11,2,2,582,583,1,0,0,487,65535
11,2,2,584,582,1,0,0,488,65535
11,2,2,585,584,1,0,0,489,65535
11,2,2,586,587,1,0,0,490,65535
11,2,2,135,133,1,0,0,491,65535
11,2,2,588,549,1,0,0,492,65535
11,2,2,589,590,1,0,0,493,65535
11,2,2,591,592,1,0,0,494,65535
11,2,2,592,593,1,0,0,495,65535
11,2,2,593,594,1,0,0,496,65535
11,2,2,109,595,1,0,0,497,65535
11,2,2,596,597,1,0,0,498,65535
11,2,2,221,598,1,0,0,499,65535
11,2,2,362,599,1,0,0,500,65535
11,2,2,600,601,1,0,0,501,65535
11,2,2,602,420,196,0,0,502,503
11,2,2,99,102,4,0,0,504,505
11,2,2,156,105,68,0,0,506,507
11,2,2,174,166,76,0,0,508,509
11,2,2,59,603,132,77,16,510,511
11,2,2,350,414,196,0,0,512,513
11,2,2,223,466,132,0,0,514,515
11,2,2,225,457,196,0,0,516,517
11,2,2,461,256,196,0,0,518,519
11,2,2,474,257,196,0,0,520,521
11,2,2,376,604,196,0,0,522,523
11,2,2,336,216,132,0,0,524,525
11,2,2,221,363,196,0,0,526,527
11,2,2,552,110,196,0,0,528,529
11,2,2,117,504,196,0,0,530,531
11,2,2,536,241,196,0,0,532,533
11,2,2,529,553,196,0,0,534,535
11,2,2,586,260,196,0,0,536,537
11,2,2,605,606,1,0,0,538,65535
11,2,2,606,607,1,0,0,539,65535
11,2,2,607,608,1,0,0,540,65535
11,2,2,608,609,1,0,0,541,65535
11,2,2,609,610,1,0,0,542,65535
11,2,2,610,611,1,0,0,543,65535
11,2,2,611,612,1,0,0,544,65535
11,2,2,612,605,1,0,0,545,65535
11,2,2,613,614,1,0,0,546,65535
11,2,2,615,616,1,0,0,547,65535
11,2,2,617,618,1,0,0,548,65535
11,2,2,619,620,1,0,0,549,65535
11,2,2,614,615,1,0,0,550,65535
11,2,2,616,617,1,0,0,551,65535
11,2,2,618,619,1,0,0,552,65535
11,2,2,620,613,1,0,0,553,65535
11,2,2,621,622,1,0,0,554,65535
11,2,2,623,624,1,0,0,555,65535
11,2,2,625,626,1,0,0,556,65535
11,2,2,627,628,1,0,0,557,65535
11,2,2,622,623,1,0,0,558,65535
11,2,2,624,625,1,0,0,559,65535
11,2,2,626,627,1,0,0,560,65535
11,2,2,628,621,1,0,0,561,65535
11,2,2,629,630,1,0,0,562,65535
11,2,2,631,632,1,0,0,563,65535
11,2,2,633,634,1,0,0,564,65535
11,2,2,635,636,1,0,0,565,65535
11,2,2,630,631,1,0,0,566,65535
11,2,2,632,633,1,0,0,567,65535
11,2,2,634,635,1,0,0,568,65535
11,2,2,636,629,1,0,0,569,65535
11,2,2,637,638,1,0,0,570,65535
11,2,2,639,640,1,0,0,571,65535
11,2,2,641,642,1,0,0,572,65535
11,2,2,643,644,1,0,0,573,65535
11,2,2,638,639,1,0,0,574,65535
11,2,2,640,641,1,0,0,575,65535
11,2,2,642,643,1,0,0,576,65535
11,2,2,644,637,1,0,0,577,65535
11,2,2,295,298,4,1,0,578,579
11,2,2,297,296,4,27,0,580,581
11,2,2,645,646,20,0,0,582,583
11,2,2,646,647,20,0,0,584,585
11,2,2,648,649,20,0,0,586,587
11,2,2,650,651,20,0,0,588,589
11,2,2,651,652,20,0,0,590,591
11,2,2,653,654,20,0,0,592,593
11,2,2,654,655,20,0,0,594,595
11,2,2,655,656,20,0,0,596,597
11,2,2,283,270,4,0,0,598,599
11,2,2,292,291,4,1,0,600,601
11,2,2,293,294,4,27,0,602,603
11,2,2,232,233,1,0,0,604,65535
11,2,2,657,658,1,0,0,605,65535
11,2,2,658,229,1,0,0,606,65535
11,2,2,290,659,1,0,0,607,65535
11,2,2,659,660,1,0,0,608,65535
11,2,2,661,662,1,0,0,609,65535
11,2,2,662,284,1,0,0,610,65535
11,2,2,120,119,76,0,0,611,612
11,2,2,125,152,4,0,0,613,614
11,2,2,153,126,4,0,0,615,616
11,2,2,131,150,4,0,0,617,618
11,2,2,151,132,4,0,0,619,620
11,2,2,137,154,4,0,0,621,622
11,2,2,155,138,4,0,0,623,624
11,2,2,128,143,4,0,0,625,626
11,2,2,144,129,4,0,0,627,628
11,2,2,135,147,4,0,0,629,630
11,2,2,148,134,4,0,0,631,632
11,2,2,663,664,1,0,0,633,65535
11,2,2,664,665,1,0,0,634,65535
11,2,2,666,667,1,0,0,635,65535
11,2,2,140,138,4,0,0,636,637
11,2,2,665,668,1,0,0,638,65535
11,2,2,669,670,1,0,0,639,65535
11,2,2,670,671,1,0,0,640,65535
11,2,2,671,672,1,0,0,641,65535
11,2,2,673,674,1,0,0,642,65535
11,2,2,674,675,1,0,0,643,65535
11,2,2,675,676,1,0,0,644,65535
11,2,2,677,678,4,2,1044,645,646
11,2,2,678,679,4,2,1044,647,648
11,2,2,679,680,4,2,1044,649,650
11,2,2,680,677,4,2,1044,651,652
11,2,2,663,667,4,0,0,653,654
11,2,2,664,666,4,0,0,655,656
11,2,2,681,666,1,0,0,657,65535
11,2,2,682,681,1,0,0,658,65535
11,2,2,668,682,4,0,0,659,660
11,2,2,683,684,9,0,0,661,65535
11,2,2,684,685,9,0,0,662,65535
11,2,2,685,686,9,0,0,663,65535
11,2,2,686,683,9,0,0,664,65535
11,2,2,676,687,17,0,0,665,65535
11,2,2,688,669,17,0,0,666,65535
11,2,2,687,689,1,0,0,667,65535
11,2,2,689,690,17,0,0,668,65535
11,2,2,691,692,1,0,0,669,65535
11,2,2,692,693,1,0,0,670,65535
11,2,2,693,688,1,0,0,671,65535
11,2,2,688,687,36,0,0,672,673
11,2,2,690,694,17,0,0,674,65535
11,2,2,695,691,17,0,0,675,65535
11,2,2,694,696,1,0,0,676,65535
11,2,2,696,697,1,0,0,677,65535
11,2,2,697,698,1,0,0,678,65535
11,2,2,698,699,1,0,0,679,65535
11,2,2,699,700,1,0,0,680,65535
11,2,2,700,701,1,0,0,681,65535
11,2,2,701,702,1,0,0,682,65535
11,2,2,703,704,1,0,0,683,65535
11,2,2,704,705,1,0,0,684,65535
11,2,2,705,706,1,0,0,685,65535
11,2,2,706,695,1,0,0,686,65535
11,2,2,690,691,36,1,0,687,688
11,2,2,695,694,36,1,0,689,690
11,2,2,183,66,4,0,0,691,692
11,2,2,107,707,1,0,0,693,65535
11,2,2,707,708,1,0,0,694,65535
11,2,2,708,709,1,0,0,695,65535
11,2,2,709,710,1,0,0,696,65535
11,2,2,710,70,1,0,0,697,65535
11,2,2,711,108,1,0,0,698,65535
11,2,2,69,712,1,0,0,699,65535
11,2,2,712,713,1,0,0,700,65535
11,2,2,713,714,1,0,0,701,65535
11,2,2,714,711,1,0,0,702,65535
11,2,2,708,714,4,0,0,703,704
11,2,2,713,709,4,0,0,705,706
11,2,2,180,715,1,0,0,707,65535
11,2,2,716,717,1,0,0,708,65535
11,2,2,715,716,4,0,0,709,710
11,2,2,36,718,17,0,0,711,65535
11,2,2,718,719,17,0,0,712,65535
11,2,2,719,34,17,0,0,713,65535
11,2,2,29,720,17,0,0,714,65535
11,2,2,720,721,17,0,0,715,65535
11,2,2,721,30,17,0,0,716,65535
11,2,2,720,719,4,0,0,717,718
11,2,2,718,721,4,0,0,719,720
11,2,2,36,30,12,8,13,721,722
11,2,2,164,159,1,0,0,723,65535
11,2,2,160,161,1,0,0,724,65535
11,2,2,715,722,1,0,0,725,65535
11,2,2,722,723,1,0,0,726,65535
11,2,2,723,724,1,0,0,727,65535
11,2,2,724,725,1,0,0,728,65535
11,2,2,725,726,1,0,0,729,65535
11,2,2,726,727,1,0,0,730,65535
11,2,2,727,716,1,0,0,731,65535
11,2,2,173,174,1,0,0,732,65535
11,2,2,179,172,1,0,0,733,65535
11,2,2,727,722,4,0,0,734,735
11,2,2,728,178,1,0,0,736,65535
11,2,2,717,729,1,0,0,737,65535
11,2,2,729,730,1,0,0,738,65535
11,2,2,730,731,1,0,0,739,65535
11,2,2,731,728,1,0,0,740,65535
11,2,2,729,728,4,0,0,741,742
11,2,2,732,733,1,0,0,743,65535
11,2,2,733,734,1,0,0,744,65535
11,2,2,734,735,17,0,0,745,65535
11,2,2,735,736,1,0,0,746,65535
11,2,2,736,87,1,0,0,747,65535
11,2,2,737,738,1,0,0,748,65535
11,2,2,738,739,17,0,0,749,65535
11,2,2,739,740,1,0,0,750,65535
11,2,2,740,89,1,0,0,751,65535
