level_id,episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
14,2,5,72,72,FLAT5_5,FLOOR7_1,144,0,30
14,2,5,96,128,FLAT5_1,FLAT5_1,192,0,0
14,2,5,96,128,FLAT5_1,FLAT5_1,192,0,0
14,2,5,-8,64,FLAT1_1,FLAT5_2,128,0,0
14,2,5,-8,-8,FLAT1_1,FLOOR7_1,128,0,31
14,2,5,-8,136,STEP2,TLITE6_5,128,0,0
14,2,5,-16,136,STEP1,TLITE6_5,128,0,0
14,2,5,0,136,STEP2,TLITE6_5,128,0,0
14,2,5,-16,136,NUKAGE3,TLITE6_5,128,7,0
14,2,5,-16,56,NUKAGE3,CEIL3_2,128,0,0
14,2,5,40,136,STEP1,TLITE6_5,128,0,0
14,2,5,32,136,STEP2,TLITE6_5,128,0,0
14,2,5,48,136,STEP2,TLITE6_5,128,0,0
14,2,5,24,136,STEP2,TLITE6_5,128,0,0
14,2,5,16,136,STEP2,TLITE6_5,128,0,0
14,2,5,8,136,STEP2,TLITE6_5,128,0,0
14,2,5,0,128,FLAT5_1,CEIL3_2,160,0,0
14,2,5,-136,144,NUKAGE3,F_SKY1,176,7,0
14,2,5,16,128,DEM1_5,CEIL3_2,160,0,0
14,2,5,128,232,FLAT5_1,CEIL1_3,160,0,1
14,2,5,0,72,FLAT5_1,CEIL1_1,160,0,0
14,2,5,0,72,FLAT5_1,DEM1_5,160,0,0
14,2,5,0,0,FLAT5_1,FLOOR7_1,144,0,24
14,2,5,0,128,FLAT5_1,CEIL1_3,192,0,0
14,2,5,128,232,FLAT5_1,CEIL1_3,160,0,1
14,2,5,0,128,FLAT5_1,CEIL1_3,192,0,0
14,2,5,40,112,FLOOR7_1,CEIL3_2,255,0,0
14,2,5,32,128,FLAT5_2,CEIL3_2,160,1,0
14,2,5,24,128,FLAT5_2,CEIL3_2,160,1,0
14,2,5,16,128,FLAT5_2,CEIL3_2,160,1,0
14,2,5,8,128,FLAT5_2,CEIL3_2,160,0,0
14,2,5,40,112,FLAT1_1,CEIL3_2,144,0,0
14,2,5,40,112,FLAT1_1,CEIL3_2,144,0,0
14,2,5,40,40,FLAT1_1,FLAT10,144,0,0
14,2,5,40,112,FLOOR7_1,CEIL3_2,255,0,0
14,2,5,40,112,FLOOR7_1,CEIL3_2,192,0,0
14,2,5,40,40,FLAT1_1,FLAT10,144,0,25
14,2,5,-112,128,FLAT1_2,CEIL3_2,144,0,0
14,2,5,40,128,FLAT1_2,CEIL3_2,144,0,6
14,2,5,40,112,FLOOR7_1,CEIL3_5,144,0,0
14,2,5,40,40,FLOOR7_1,FLAT20,144,0,0
14,2,5,72,304,FLAT5_7,CEIL3_5,128,0,0
14,2,5,72,168,FLAT5_8,CEIL3_5,128,0,0
14,2,5,40,40,FLOOR7_1,FLAT20,192,0,26
14,2,5,72,320,FLAT5_8,TLITE6_5,255,0,8
14,2,5,80,320,FLAT14,TLITE6_5,255,2,0
14,2,5,80,80,FLAT14,CEIL5_1,96,0,9
14,2,5,72,200,FLAT5_7,CEIL3_5,128,0,0
14,2,5,72,144,FLAT5_8,CEIL3_5,112,0,0
14,2,5,72,304,FLAT5_7,CEIL3_5,128,0,0
14,2,5,-32,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,-24,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,-16,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,-8,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,0,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,8,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,16,112,FLOOR0_3,CEIL3_2,144,0,0
14,2,5,24,112,FLOOR0_3,CEIL3_2,160,0,0
14,2,5,32,112,FLOOR0_3,CEIL3_2,176,0,0
14,2,5,80,136,FLOOR4_8,FLAT23,160,0,0
14,2,5,80,152,FLOOR4_8,CEIL3_5,160,0,0
14,2,5,80,152,FLOOR4_8,MFLR8_1,160,0,0
14,2,5,80,80,FLOOR4_8,FLAT20,160,0,0
14,2,5,72,144,FLOOR6_2,CEIL3_5,192,0,0
14,2,5,72,128,FLOOR6_2,FLAT23,192,0,0
14,2,5,72,144,GATE1,GATE1,192,0,14
14,2,5,72,144,FLOOR6_2,CEIL3_5,192,9,0
14,2,5,72,72,FLOOR6_2,FLAT20,192,0,0
14,2,5,56,88,FLOOR0_3,FLOOR0_3,192,0,0
14,2,5,56,88,FLOOR0_3,FLOOR0_3,192,0,0
14,2,5,56,88,FLOOR0_3,FLOOR0_3,192,0,0
14,2,5,-32,40,FLOOR0_3,CEIL3_2,128,9,0
14,2,5,-32,-32,FLOOR0_3,CEIL3_2,128,0,1
14,2,5,-32,112,FLOOR0_3,CEIL3_2,128,0,15
14,2,5,-32,80,FLOOR0_3,MFLR8_2,128,0,0
14,2,5,-32,80,FLOOR0_3,MFLR8_2,128,0,0
14,2,5,-32,-32,FLOOR0_3,CEIL5_2,128,0,0
14,2,5,0,128,FLAT8,FLAT1_1,192,1,0
14,2,5,0,72,FLAT8,FLAT1_1,192,0,0
14,2,5,-16,136,NUKAGE3,CEIL3_2,128,7,0
14,2,5,-16,128,NUKAGE3,FLAT1_1,144,7,0
14,2,5,0,72,FLAT8,CEIL3_6,112,1,0
14,2,5,0,0,FLAT8,FLAT10,112,0,3
14,2,5,8,80,FLAT5_4,DEM1_5,160,0,0
14,2,5,-16,128,NUKAGE3,FLAT1_1,144,0,0
14,2,5,0,72,FLAT8,FLAT1_1,192,0,0
14,2,5,0,136,FLOOR0_1,CEIL3_2,128,0,0
14,2,5,-8,136,FLOOR0_1,CEIL3_2,128,0,0
14,2,5,0,72,FLOOR0_3,CEIL4_2,144,0,0
14,2,5,8,80,FLAT5_4,DEM1_5,144,0,0
14,2,5,8,8,FLAT5_4,FLOOR7_1,144,0,19
14,2,5,8,80,FLAT5_4,DEM1_5,144,0,0
14,2,5,8,8,FLAT5_4,FLOOR7_1,144,0,17
14,2,5,8,80,FLAT5_4,DEM1_5,144,0,0
14,2,5,8,8,FLAT5_4,FLOOR7_1,144,0,16
14,2,5,0,112,FLAT5_2,CEIL1_1,144,0,0
14,2,5,0,112,FLAT5_2,CEIL1_3,160,0,0
14,2,5,0,72,FLAT5_2,FLOOR7_1,144,0,0
14,2,5,8,80,FLAT5_4,DEM1_5,144,0,0
14,2,5,8,8,FLAT5_4,FLOOR7_1,144,0,20
14,2,5,8,80,FLAT5_4,DEM1_5,144,0,0
14,2,5,8,8,FLAT5_4,FLOOR7_1,144,0,18
14,2,5,0,128,DEM1_5,CEIL3_4,192,0,0
14,2,5,40,104,FLOOR1_6,FLOOR6_1,240,0,0
14,2,5,8,128,FLAT5_4,BLOOD3,176,5,0
14,2,5,0,112,FLAT5_2,CEIL1_3,160,0,0
14,2,5,40,104,FLOOR1_6,FLOOR6_1,240,0,0
14,2,5,-16,-16,NUKAGE3,CEIL3_5,144,7,5
14,2,5,0,112,FLAT5_2,CEIL1_3,160,0,0
14,2,5,0,72,FLAT5_2,FLOOR5_4,128,0,0
14,2,5,0,72,FLAT5_1,FLOOR5_4,128,0,0
14,2,5,0,0,FLAT5_1,FLOOR7_1,144,0,0
14,2,5,0,72,FLAT5_5,CEIL3_1,144,0,0
14,2,5,0,72,FLAT5_2,FLOOR7_1,144,0,0
14,2,5,0,0,FLAT5_5,CEIL1_1,144,0,21
14,2,5,-8,120,MFLR8_2,FLAT1_1,176,0,0
14,2,5,-8,72,MFLR8_2,FLAT1_1,160,0,0
14,2,5,0,72,DEM1_5,DEM1_5,176,0,0
14,2,5,0,0,MFLR8_2,FLOOR7_1,176,0,22
14,2,5,0,128,MFLR8_2,FLAT1_1,160,0,0
14,2,5,0,128,MFLR8_2,CEIL1_2,192,0,0
14,2,5,0,72,MFLR8_2,FLAT1_1,144,0,0
14,2,5,-136,144,NUKAGE3,F_SKY1,176,7,0
14,2,5,16,128,DEM1_5,CEIL3_2,160,0,0
14,2,5,40,104,FLOOR1_6,FLOOR6_1,240,0,0
14,2,5,0,128,MFLR8_2,CEIL1_2,192,0,0
14,2,5,0,128,DEM1_6,CEIL3_4,192,0,11
14,2,5,0,128,DEM1_6,CEIL3_4,192,0,0
14,2,5,0,128,DEM1_6,CEIL3_4,192,0,999
14,2,5,0,128,DEM1_6,CEIL3_4,192,0,0
14,2,5,40,104,FLOOR1_6,FLOOR6_1,240,0,0
14,2,5,40,104,FLOOR1_6,FLOOR6_1,128,9,0
14,2,5,40,104,GATE3,GATE3,240,8,13
14,2,5,0,112,FLOOR0_1,CEIL3_5,144,9,0
14,2,5,-8,120,FLAT5_2,TLITE6_6,160,0,0
14,2,5,0,80,DEM1_5,DEM1_5,160,0,0
14,2,5,0,80,DEM1_5,DEM1_5,176,0,0
14,2,5,0,0,DEM1_5,MFLR8_2,176,0,23
14,2,5,0,128,FLAT5_1,CEIL1_3,192,0,0
14,2,5,32,128,FLAT5_2,CEIL3_2,160,1,0
14,2,5,24,128,FLAT5_2,CEIL3_2,160,0,0
14,2,5,16,128,FLAT5_2,CEIL3_2,160,0,0
14,2,5,8,128,FLAT5_2,CEIL3_2,160,0,0
14,2,5,-112,128,FLAT1_1,CEIL3_2,144,0,0
14,2,5,40,128,FLOOR7_1,CEIL3_2,144,0,7
14,2,5,40,128,FLOOR7_1,FLAT1_1,160,1,0
14,2,5,40,40,FLOOR7_1,FLAT20,160,1,0
14,2,5,40,40,FLOOR7_1,FLAT20,160,1,27
14,2,5,0,128,MFLR8_2,FLAT1_1,176,0,0
14,2,5,0,128,MFLR8_2,CEIL1_2,192,0,0
14,2,5,8,128,MFLR8_2,FLAT1_1,160,1,0
14,2,5,16,128,MFLR8_2,FLAT1_1,160,1,0
14,2,5,24,128,MFLR8_2,FLAT1_1,160,1,0
14,2,5,32,128,MFLR8_2,FLAT1_1,160,1,0
14,2,5,16,112,FLOOR0_3,CEIL3_2,144,0,0
14,2,5,24,112,FLOOR0_3,CEIL3_2,160,0,0
14,2,5,32,112,FLOOR0_3,CEIL3_2,176,0,0
14,2,5,-152,80,NUKAGE3,F_SKY1,128,7,0
14,2,5,-16,80,FLAT5_5,F_SKY1,128,0,0
14,2,5,-24,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,-16,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,-8,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,0,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,8,112,FLOOR0_3,CEIL3_2,128,0,0
14,2,5,-32,40,FLOOR0_3,CEIL3_2,128,9,0
14,2,5,-32,-32,FLOOR0_3,CEIL3_2,128,0,2
14,2,5,-16,72,FLAT5_5,FLOOR4_6,128,0,0
14,2,5,-136,-64,GATE2,GATE2,112,0,0
14,2,5,-16,112,FLAT5_5,FLOOR4_6,224,0,0
14,2,5,-16,80,FLAT5_5,FLOOR4_6,224,0,0
14,2,5,-16,-16,FLAT5_5,FLAT20,128,0,0
14,2,5,-16,80,FLAT5_5,FLOOR4_6,224,0,0
14,2,5,-16,72,FLAT5_5,FLOOR4_6,128,0,0
14,2,5,-16,-16,FLAT5_5,FLAT20,128,0,0
14,2,5,-136,80,FLOOR5_3,F_SKY1,128,9,0
14,2,5,-16,72,FLAT5_5,FLOOR4_6,128,0,0
14,2,5,-16,-16,FLAT5_5,FLAT20,128,0,0
14,2,5,-152,80,NUKAGE3,F_SKY1,128,7,4
14,2,5,-16,80,FLAT5_5,F_SKY1,128,0,0
14,2,5,8,104,FLAT5_8,TLITE6_5,128,9,0
14,2,5,16,80,GATE4,GATE4,128,0,0
14,2,5,-16,64,FLAT5_5,FLOOR4_6,160,0,0
14,2,5,0,112,FLOOR0_1,CEIL3_5,144,0,0
14,2,5,8,104,FLAT5_8,TLITE6_5,128,9,0
14,2,5,16,80,GATE1,GATE1,128,0,12
14,2,5,8,8,FLAT5_8,FLAT5_4,128,0,0
4,1,4,128,256,FLAT5_5,MFLR8_1,176,0,0
4,1,4,128,296,FLAT5_5,FLOOR7_2,160,0,0
4,1,4,128,200,FLAT5_5,FLAT5_4,240,1,0
4,1,4,128,328,FLAT5_5,FLOOR7_2,192,0,0
4,1,4,128,200,FLAT5_5,FLAT5_4,240,1,0
4,1,4,112,232,NUKAGE3,FLOOR7_2,160,7,0
4,1,4,136,328,FLOOR5_1,CEIL5_1,176,0,0
4,1,4,112,232,NUKAGE3,FLOOR7_2,160,7,0
4,1,4,136,232,FLOOR5_1,FLOOR7_2,144,0,0
4,1,4,136,248,FLOOR5_1,CEIL3_5,144,0,0
4,1,4,144,144,FLOOR5_1,FLAT20,144,0,1
4,1,4,128,200,FLAT5_5,FLAT5_4,240,1,0
4,1,4,128,184,FLOOR4_1,FLOOR4_8,128,0,0
4,1,4,96,208,FLOOR4_1,FLOOR7_2,144,0,0
4,1,4,104,184,FLOOR4_1,FLOOR4_8,112,0,0
4,1,4,112,200,FLOOR4_1,FLOOR4_8,128,0,0
4,1,4,112,296,FLOOR7_2,FLOOR7_2,160,0,0
4,1,4,104,184,FLOOR4_1,FLOOR4_8,128,0,0
4,1,4,128,184,FLOOR4_1,FLOOR4_8,128,0,0
4,1,4,128,184,FLAT5_5,FLOOR4_8,144,0,0
4,1,4,128,200,FLOOR4_1,FLOOR4_8,112,0,0
4,1,4,128,208,FLAT5_5,FLOOR7_2,160,0,0
4,1,4,192,328,FLOOR6_2,FLOOR7_2,192,0,0
4,1,4,144,328,FLOOR6_2,FLOOR7_2,176,0,0
4,1,4,160,328,FLOOR6_2,FLOOR7_2,192,0,0
4,1,4,176,328,FLOOR6_2,FLOOR7_2,192,0,0
4,1,4,128,224,FLAT5_5,FLOOR7_2,176,0,0
4,1,4,128,128,FLAT5_5,FLAT20,144,0,0
4,1,4,112,184,FLOOR4_1,FLOOR4_8,128,0,0
4,1,4,128,224,FLAT5_5,FLOOR7_2,144,0,0
4,1,4,128,184,FLOOR4_1,FLOOR4_8,128,0,0
4,1,4,104,184,FLOOR4_1,FLOOR4_8,128,0,0
4,1,4,104,200,FLOOR4_5,FLOOR7_2,128,0,0
4,1,4,112,200,FLOOR4_5,FLOOR7_2,128,0,0
4,1,4,120,200,FLOOR4_5,FLOOR7_2,128,0,0
4,1,4,136,264,FLOOR4_1,TLITE6_6,255,0,0
4,1,4,128,200,FLOOR4_5,FLOOR7_2,128,0,0
4,1,4,128,376,FLOOR5_3,FLAT5_4,128,0,0
4,1,4,192,376,FLOOR4_8,FLAT5_4,128,0,0
4,1,4,136,208,FLOOR4_1,TLITE6_6,255,0,0
4,1,4,136,208,FLOOR4_1,FLOOR7_2,160,0,0
4,1,4,136,136,FLOOR4_1,FLAT20,144,0,3
4,1,4,40,296,NUKAGE3,FLOOR7_2,176,7,0
4,1,4,64,296,FLOOR4_1,FLOOR7_2,176,0,0
4,1,4,88,296,FLOOR4_1,FLOOR7_2,176,0,0
4,1,4,112,176,FLOOR7_2,FLOOR7_2,160,0,0
4,1,4,200,256,CEIL5_1,CEIL5_1,255,0,0
4,1,4,112,296,FLOOR4_1,FLOOR7_2,176,0,0
4,1,4,136,296,FLOOR7_2,FLOOR7_2,160,0,0
4,1,4,136,328,FLAT14,TLITE6_5,192,12,0
4,1,4,328,400,FLAT14,TLITE6_6,255,0,9
4,1,4,136,200,FLAT14,CEIL5_1,128,0,0
4,1,4,128,328,FLOOR4_8,TLITE6_5,255,8,2
4,1,4,192,376,FLOOR4_8,CEIL3_5,160,0,0
4,1,4,192,304,FLOOR4_8,CEIL3_5,224,2,0
4,1,4,192,264,FLOOR4_8,CEIL3_5,160,0,0
4,1,4,192,248,FLOOR4_8,FLAT23,160,0,0
4,1,4,192,264,FLOOR4_8,FLAT5_4,160,0,0
4,1,4,192,192,FLOOR4_8,FLAT20,160,0,0
4,1,4,136,376,FLOOR5_3,FLAT5_4,160,0,0
4,1,4,144,376,FLOOR5_3,FLAT5_4,160,0,0
4,1,4,152,376,FLOOR5_3,FLAT5_4,160,0,0
4,1,4,160,376,FLOOR5_3,FLAT5_4,160,0,0
4,1,4,168,376,FLOOR5_3,FLAT5_4,160,0,0
4,1,4,176,376,FLOOR5_3,FLAT5_4,160,0,0
4,1,4,184,376,FLOOR5_3,FLAT5_4,160,0,0
4,1,4,192,376,FLOOR5_3,FLAT5_4,160,0,0
4,1,4,128,240,FLAT5,CEIL5_1,160,0,0
4,1,4,128,240,FLAT5,CEIL5_1,160,0,0
4,1,4,128,128,FLAT5,FLAT20,160,0,0
4,1,4,0,256,FLAT5,F_SKY1,192,0,0
4,1,4,0,224,FLAT5,CEIL5_2,160,0,0
4,1,4,0,72,FLAT5,FLAT2,208,0,0
4,1,4,0,72,FLAT5,FLOOR7_2,208,0,0
4,1,4,0,0,FLAT5,FLAT20,208,0,0
4,1,4,0,72,FLAT5,FLOOR7_2,160,9,0
4,1,4,0,0,FLAT5,FLAT20,144,0,0
4,1,4,0,256,FLAT5,CEIL5_2,144,0,0
4,1,4,104,168,FLAT14,TLITE6_6,224,0,0
4,1,4,0,168,STEP1,TLITE6_5,255,8,4
4,1,4,104,104,FLAT14,FLAT23,224,0,7
4,1,4,104,160,FLAT14,TLITE6_5,255,8,0
4,1,4,128,216,FLOOR5_3,CEIL5_2,160,0,0
4,1,4,136,200,FLOOR7_1,CEIL5_2,160,0,0
4,1,4,0,72,FLAT5,FLOOR7_2,144,0,0
4,1,4,128,208,FLOOR5_3,CEIL5_2,160,0,0
4,1,4,136,200,FLOOR7_1,CEIL5_2,160,0,0
4,1,4,8,200,FLOOR4_8,FLOOR4_8,144,0,0
4,1,4,128,200,STEP2,FLOOR4_8,144,0,3
4,1,4,0,192,FLAT5,FLOOR7_2,144,0,0
4,1,4,8,128,FLOOR4_8,CEIL5_1,240,8,0
4,1,4,24,144,FLAT14,CEIL5_1,176,13,0
4,1,4,24,144,FLAT14,CEIL5_1,176,13,0
4,1,4,0,96,FLAT5,CEIL5_2,160,0,0
4,1,4,72,136,FLAT14,CEIL5_1,208,1,0
4,1,4,-64,128,NUKAGE3,FLOOR7_2,160,7,0
4,1,4,0,128,FLOOR5_2,FLOOR7_2,128,0,0
4,1,4,0,128,FLOOR5_2,FLOOR7_2,160,0,0
4,1,4,-64,0,NUKAGE3,FLOOR7_1,160,7,0
4,1,4,-56,184,FLAT5,FLOOR6_2,160,9,0
4,1,4,-56,184,STEP2,FLOOR6_2,160,0,6
4,1,4,-56,16,FLAT5,FLOOR7_1,160,0,0
4,1,4,120,184,FLAT5,FLOOR6_2,160,9,0
4,1,4,144,336,FLOOR5_1,CEIL3_5,112,0,0
4,1,4,136,232,FLOOR5_1,FLOOR7_2,144,0,0
4,1,4,136,248,FLOOR5_1,CEIL3_5,144,0,0
4,1,4,144,144,FLOOR5_1,FLAT20,144,0,1
4,1,4,112,232,NUKAGE3,FLOOR7_2,160,7,0
4,1,4,136,200,FLOOR5_1,CEIL5_2,160,0,0
4,1,4,80,136,CEIL5_1,CEIL5_1,208,0,0
4,1,4,-64,0,NUKAGE3,FLOOR7_1,160,7,0
4,1,4,-56,184,FLAT5,FLOOR7_1,160,0,0
4,1,4,-56,16,FLAT5,FLOOR7_1,160,0,0
4,1,4,48,200,FLOOR5_4,FLAT5_4,144,0,0
4,1,4,120,184,STEP1,FLOOR7_1,160,0,8
4,1,4,120,184,FLOOR5_2,FLOOR7_1,160,0,0
4,1,4,72,200,FLOOR5_4,FLAT5_4,144,0,0
4,1,4,96,200,FLOOR5_4,FLAT5_4,144,0,0
4,1,4,120,200,FLOOR5_4,FLAT5_4,160,0,0
4,1,4,0,128,FLAT5,FLAT5_4,160,0,0
4,1,4,24,200,FLOOR5_4,FLAT5_4,144,0,0
4,1,4,0,96,FLAT5,FLAT5_4,128,0,0
4,1,4,160,184,FLOOR7_2,FLOOR7_2,160,0,0
