level_id,episode,mission,x_position,y_position,direction,type,flags
8,1,8,528,2896,0,2048,7
8,1,8,528,6416,0,3002,15
8,1,8,688,6432,180,3002,15
8,1,8,608,6368,90,3002,15
8,1,8,688,6352,135,3001,15
8,1,8,544,6368,45,3001,15
8,1,8,544,6304,45,3001,15
8,1,8,496,6480,0,9,15
8,1,8,736,6480,180,9,15
7,1,7,224,528,270,3,7
7,1,7,160,528,270,2,7
7,1,7,288,528,270,4,7
7,1,7,96,528,270,1,7
7,1,7,352,320,0,2028,7
7,1,7,32,320,0,2028,7
7,1,7,-992,352,0,2028,7
7,1,7,-992,192,0,2028,7
7,1,7,-864,192,0,2028,7
7,1,7,144,-816,0,2028,7
7,1,7,368,-816,0,2028,7
7,1,7,-352,-2048,0,9,15
7,1,7,-352,-2096,0,9,14
7,1,7,-416,-2048,0,9,12
7,1,7,-416,-2096,0,9,12
7,1,7,-304,-2256,0,2012,7
7,1,7,-272,-2256,0,2049,7
7,1,7,-240,-2256,0,2048,7
7,1,7,-208,-2256,0,2002,7
7,1,7,-176,-2256,0,2048,7
7,1,7,-32,-1760,0,2026,7
7,1,7,-608,-96,0,2013,7
7,1,7,-720,-1440,0,2025,7
7,1,7,-800,-1728,0,2028,7
7,1,7,-928,-1328,0,2028,7
7,1,7,1344,-192,0,6,7
7,1,7,-1024,272,0,5,7
7,1,7,-1424,384,0,13,7
7,1,7,-128,-96,180,9,6
7,1,7,-128,32,180,9,7
7,1,7,-192,32,180,9,7
7,1,7,-192,-96,180,3001,4
7,1,7,-128,-32,180,3001,4
7,1,7,-192,-32,180,3001,4
7,1,7,-224,48,0,2049,7
7,1,7,288,-1328,90,3001,6
7,1,7,352,-1328,90,3001,7
7,1,7,288,-1424,90,9,4
7,1,7,352,-1424,90,9,6
7,1,7,320,-1456,0,2048,7
7,1,7,320,-1376,90,9,4
7,1,7,320,560,0,2007,7
7,1,7,64,560,0,2007,7
7,1,7,256,400,0,2008,7
7,1,7,-1376,-272,0,9,7
7,1,7,-1312,-336,0,3002,6
7,1,7,-1280,-272,0,3001,6
7,1,7,-1376,-336,0,3002,4
7,1,7,-1344,-304,0,2008,7
7,1,7,32,-1744,0,2008,7
7,1,7,80,-1744,0,3001,6
7,1,7,80,-1792,0,3004,7
7,1,7,32,-1792,0,9,4
7,1,7,-1312,-2656,0,2005,7
7,1,7,528,-2048,0,2028,7
7,1,7,528,-1888,0,2028,7
7,1,7,928,-2032,0,2028,7
7,1,7,928,-1808,0,2028,7
7,1,7,1936,-2256,0,2028,7
7,1,7,1936,-2352,0,2028,7
7,1,7,1600,-2304,180,3001,6
7,1,7,1408,-2304,180,3001,6
7,1,7,1216,-2176,90,3004,7
7,1,7,1216,-2240,90,3004,7
7,1,7,1536,-2304,180,9,6
7,1,7,1344,-2304,180,9,6
7,1,7,1472,-2304,180,9,4
7,1,7,1280,-2304,180,9,4
7,1,7,1216,-2304,180,9,4
7,1,7,1632,-2272,180,9,4
7,1,7,528,-2016,0,2008,7
7,1,7,528,-1952,0,2008,7
7,1,7,1280,-2240,0,2011,7
7,1,7,1712,-2256,0,2012,7
7,1,7,1856,-2304,180,3001,14
7,1,7,1792,-2304,180,9,14
7,1,7,1728,-2304,180,9,12
7,1,7,352,-1984,0,3001,14
7,1,7,352,-2048,0,3004,7
7,1,7,448,-1920,180,9,4
7,1,7,1216,-1920,180,9,4
7,1,7,1152,-2048,135,3001,6
7,1,7,672,-2304,90,3004,7
7,1,7,768,-1984,90,3004,7
7,1,7,1024,-1856,180,3004,6
7,1,7,832,-1856,180,3004,4
7,1,7,960,-1984,180,3004,4
7,1,7,448,-1872,0,2001,7
7,1,7,512,-2624,0,3004,7
7,1,7,-64,-2560,0,3004,6
7,1,7,-80,-2480,135,3001,14
7,1,7,-112,-2512,135,3001,12
7,1,7,-144,-2544,135,3001,12
7,1,7,64,-2624,0,3004,6
7,1,7,64,-2368,270,3004,14
7,1,7,448,-2368,180,3004,14
7,1,7,320,-2336,180,3004,12
7,1,7,320,-2368,180,3004,12
7,1,7,320,-2400,180,3004,12
7,1,7,448,-1600,180,3004,12
7,1,7,608,-1856,180,9,12
7,1,7,496,-1872,0,2011,7
7,1,7,336,-2112,0,2011,7
7,1,7,-256,-2064,0,3004,15
7,1,7,-256,-1984,0,3004,14
7,1,7,-256,-2144,0,3004,14
7,1,7,-224,-2016,0,3004,12
7,1,7,-224,-2112,0,3004,12
7,1,7,-192,-2064,0,3004,12
7,1,7,-1408,-2752,0,2046,7
7,1,7,-64,-1664,0,2012,7
7,1,7,32,-1664,0,2012,7
7,1,7,-128,-2176,0,2035,0
7,1,7,-128,-2176,0,2035,0
7,1,7,-128,-2176,0,2035,0
7,1,7,-128,-2176,0,2035,7
7,1,7,-128,-1952,0,2035,7
7,1,7,528,-1984,0,2035,7
7,1,7,1280,-1824,0,2035,7
7,1,7,-16,-2352,0,2035,7
7,1,7,640,-160,0,48,7
7,1,7,528,32,0,48,7
7,1,7,128,400,0,2001,3
7,1,7,-256,-448,0,2008,7
7,1,7,640,-448,0,2008,7
7,1,7,-448,-64,45,3004,7
7,1,7,-448,-832,90,3004,7
7,1,7,-48,-400,90,3004,15
7,1,7,432,-400,90,3004,15
7,1,7,384,-400,90,3001,6
7,1,7,0,-400,90,3001,6
7,1,7,48,-400,90,3001,4
7,1,7,336,-400,90,3001,4
7,1,7,1088,-336,135,3001,7
7,1,7,1440,-352,225,3001,15
7,1,7,1248,-272,270,9,6
7,1,7,1376,-224,180,9,14
7,1,7,1376,-160,180,9,12
7,1,7,-256,320,0,2007,7
7,1,7,32,-928,0,2007,7
7,1,7,736,-1056,0,2049,7
7,1,7,640,-1056,0,2010,7
7,1,7,736,-992,0,2010,7
7,1,7,736,-928,0,2011,7
7,1,7,576,-1056,0,2011,7
7,1,7,480,-928,45,3004,7
7,1,7,96,-928,0,3004,6
7,1,7,256,-896,180,9,4
7,1,7,32,-736,0,3004,14
7,1,7,480,-736,180,3004,14
7,1,7,864,-832,0,2011,7
7,1,7,864,-1184,0,35,7
7,1,7,480,-992,0,2008,7
7,1,7,608,-1248,135,3001,15
7,1,7,320,-1024,180,3001,6
7,1,7,448,-640,0,3001,6
7,1,7,128,-640,180,9,4
7,1,7,816,-1184,135,9,12
7,1,7,528,-880,45,9,12
7,1,7,624,160,0,2011,7
7,1,7,736,256,0,2007,7
7,1,7,0,-192,45,3001,6
7,1,7,384,-192,135,3001,6
7,1,7,352,-96,180,9,12
7,1,7,32,-96,0,9,12
7,1,7,896,-192,45,3004,7
7,1,7,832,-240,45,3004,4
7,1,7,944,-144,45,3004,6
7,1,7,704,-704,0,9,14
7,1,7,832,-656,0,3004,12
7,1,7,832,-736,0,3004,12
7,1,7,-720,336,225,3001,7
7,1,7,-896,320,180,3001,6
7,1,7,-928,208,270,3001,14
7,1,7,-960,-224,0,2011,7
7,1,7,-1376,-64,0,2011,7
7,1,7,-832,-256,0,3001,7
7,1,7,-1152,-384,0,3001,6
7,1,7,-1088,-128,0,3004,4
7,1,7,-832,-448,0,3004,6
7,1,7,-768,-384,0,3004,6
7,1,7,-960,-576,0,3004,4
7,1,7,-832,-128,0,3004,4
7,1,7,-976,-528,0,2035,7
7,1,7,-736,-272,0,2035,7
7,1,7,-1104,-336,0,2035,7
7,1,7,-816,-560,0,2035,7
7,1,7,-1088,-64,0,2035,0
7,1,7,-1040,-400,0,2008,7
7,1,7,-752,-544,0,2008,7
7,1,7,-672,-992,0,3001,15
7,1,7,-656,-1040,0,3001,14
7,1,7,-640,-1088,0,3001,12
7,1,7,-128,-448,0,2012,6
7,1,7,1232,-144,0,2012,6
7,1,7,-592,-1040,0,2012,6
7,1,7,-912,-2496,45,3001,15
7,1,7,-912,-2544,45,3001,14
7,1,7,-912,-2592,45,3001,12
7,1,7,-368,-784,0,2012,3
7,1,7,-992,272,0,2012,3
7,1,7,-1744,176,315,3002,7
7,1,7,-1488,384,180,9,15
7,1,7,-1600,352,270,3004,6
7,1,7,-1552,416,180,3004,6
7,1,7,-1504,128,315,3002,12
7,1,7,-1440,-64,0,3002,12
7,1,7,-1424,336,0,2012,7
7,1,7,-896,-832,180,9,12
7,1,7,-1024,-1472,270,9,15
7,1,7,-832,-1472,270,9,14
7,1,7,-976,-1152,270,3004,14
7,1,7,-896,-1152,270,3004,14
7,1,7,-944,-1216,270,3004,12
7,1,7,-944,-1088,270,3002,4
7,1,7,-960,-1600,0,2048,7
7,1,7,-1200,-2752,90,9,15
7,1,7,-1440,-2784,90,9,14
7,1,7,-1424,-2544,0,9,14
7,1,7,-1248,-2368,0,3002,14
7,1,7,-1120,-2544,0,2048,7
7,1,7,-1088,-2384,0,2035,7
7,1,7,-976,-2448,0,2035,7
7,1,7,-1232,-2528,0,2035,7
7,1,7,-832,-2176,0,2035,7
7,1,7,-48,-592,0,2011,7
7,1,7,-1408,416,315,3001,14
7,1,7,368,-1168,0,2035,7
7,1,7,-16,-1488,270,2014,7
7,1,7,-112,-1488,270,2014,7
7,1,7,-64,-1488,270,2014,7
7,1,7,-64,-1536,270,2015,7
7,1,7,352,-1600,270,2015,7
7,1,7,448,-2048,270,2015,7
7,1,7,448,-2112,270,2015,7
7,1,7,-832,-2112,270,2015,7
7,1,7,-928,-2176,270,2015,7
7,1,7,-1088,-2176,270,2015,7
7,1,7,-912,-1728,270,2015,7
7,1,7,-960,-1680,270,2015,7
7,1,7,-1008,-1344,270,2015,7
7,1,7,-704,-1024,270,2015,7
7,1,7,-704,-1856,270,2015,7
7,1,7,-1344,-2752,270,2014,7
7,1,7,-1408,-2688,270,2014,7
7,1,7,-1408,-2624,270,2015,7
7,1,7,-1280,-2752,270,2015,7
7,1,7,-1024,-2560,270,2015,7
7,1,7,-912,-2320,270,2015,7
7,1,7,-1264,-2256,270,2015,7
7,1,7,-128,-2624,270,2015,7
7,1,7,384,-2560,270,2015,7
7,1,7,256,-2672,270,2015,7
7,1,7,768,-2368,270,2015,7
7,1,7,608,-2048,270,2015,7
7,1,7,64,-2112,270,2015,7
7,1,7,-768,-2688,270,2015,7
7,1,7,1536,-2336,270,2015,7
7,1,7,1248,-2352,270,2014,7
7,1,7,1216,-1808,270,2014,7
7,1,7,1280,-2048,270,2014,7
7,1,7,832,-1808,270,2014,7
7,1,7,832,-2032,270,2014,7
7,1,7,768,-1728,270,2015,7
7,1,7,432,-1520,270,2015,7
7,1,7,384,-928,270,2014,7
7,1,7,32,-864,270,2014,7
7,1,7,640,-928,270,2014,7
7,1,7,256,-848,270,2014,7
7,1,7,320,-448,270,2014,7
7,1,7,-304,-400,270,2014,7
7,1,7,816,-448,270,2014,7
7,1,7,1216,-624,270,2014,7
7,1,7,1392,-400,270,2014,7
7,1,7,1344,-752,270,2015,7
7,1,7,1440,-704,270,2015,7
7,1,7,1344,-144,270,2015,7
7,1,7,1344,-240,270,2015,7
7,1,7,960,-320,270,2015,7
7,1,7,592,32,270,2015,7
7,1,7,-320,384,270,2015,7
7,1,7,-80,48,270,2014,7
7,1,7,-80,-112,270,2014,7
7,1,7,-80,-64,270,2015,7
7,1,7,-80,0,270,2015,7
7,1,7,-960,-64,270,2015,7
7,1,7,-1088,-192,270,2014,7
7,1,7,-768,-320,270,2014,7
7,1,7,-960,320,270,2014,7
7,1,7,-960,256,270,2014,7
7,1,7,-864,256,270,2014,7
7,1,7,-1488,336,270,2014,7
7,1,7,-1488,432,270,2014,7
7,1,7,-1648,432,270,2014,7
7,1,7,-1360,176,270,2014,7
7,1,7,-1216,-64,270,2014,7
7,1,7,976,-640,270,2014,7
7,1,7,768,-704,270,2014,7
7,1,7,768,-1152,270,2015,7
7,1,7,576,-880,270,2015,7
7,1,7,880,-1024,270,2015,7
7,1,7,448,-1264,270,2015,7
7,1,7,368,-1456,270,2015,7
7,1,7,272,-1456,270,2015,7
7,1,7,192,-1168,270,2015,7
7,1,7,64,-1216,270,2015,7
7,1,7,352,-1792,270,2015,7
7,1,7,448,-2256,270,2015,7
7,1,7,112,-2480,270,2015,7
7,1,7,576,-960,225,2003,7
7,1,7,192,0,0,2018,7
7,1,7,-1152,-576,0,2018,7
7,1,7,-336,-1344,0,2019,7
7,1,7,-64,-1600,0,2046,7
7,1,7,160,-2240,0,8,7
7,1,7,256,288,270,2035,7
7,1,7,112,272,270,2035,7
7,1,7,-64,192,45,9,4
7,1,7,448,192,135,9,4
7,1,7,192,-192,90,58,7
7,1,7,1296,-752,90,3001,15
7,1,7,160,-448,0,2008,7
7,1,7,224,-448,0,2008,7
7,1,7,1792,-2496,90,9,12
7,1,7,1856,-2496,90,9,12
7,1,7,1744,-2496,90,9,12
7,1,7,1552,-2496,90,9,12
7,1,7,1488,-2496,90,9,12
7,1,7,1440,-2496,90,9,12
7,1,7,1664,-1920,180,9,12
7,1,7,1664,-1984,180,9,12
7,1,7,1024,-896,90,9,12
7,1,7,1088,-896,90,9,12
7,1,7,1024,-1152,180,9,12
7,1,7,1024,-1088,180,9,12
7,1,7,1408,-832,180,9,12
7,1,7,1408,-896,180,9,12
7,1,7,1248,-1120,180,2024,15
7,1,7,1472,-960,180,2012,23
7,1,7,1600,-1600,180,2012,23
7,1,7,1232,-1744,180,2012,23
7,1,7,944,-928,180,2012,23
7,1,7,944,-1248,180,2012,23
7,1,7,1408,-2192,180,2012,23
7,1,7,1248,-2416,180,2012,23
7,1,7,1632,-2560,180,2019,23
7,1,7,352,384,0,2028,7
7,1,7,32,384,0,2028,7
7,1,7,1280,-832,270,11,7
7,1,7,1888,-2272,180,11,7
7,1,7,352,-1888,315,11,7
7,1,7,-1440,-2656,0,11,7
7,1,7,-896,-64,90,11,7
7,1,7,-560,-96,270,11,7
7,1,7,-1728,384,0,11,7
7,1,7,1280,-144,270,11,7
7,1,7,544,-960,135,11,7
7,1,7,-512,-1520,0,11,7
6,1,6,-32,-1376,90,2,7
6,1,6,-96,-1376,90,3,7
6,1,6,-160,-1376,90,4,7
6,1,6,32,-1376,90,1,7
6,1,6,-2080,-2368,0,2013,7
6,1,6,-1536,-1728,0,5,7
6,1,6,-1136,-1248,225,3001,6
6,1,6,-1072,-1328,225,3001,4
6,1,6,-1072,-1264,225,3002,7
6,1,6,1680,-1344,0,13,7
6,1,6,1088,-608,0,6,7
6,1,6,800,-608,90,3001,7
6,1,6,752,-608,90,3001,6
6,1,6,848,-608,90,3001,4
6,1,6,864,-672,90,9,15
6,1,6,736,-672,90,9,14
6,1,6,800,-704,90,3002,14
6,1,6,848,-752,90,3002,12
6,1,6,752,-768,90,3002,12
6,1,6,832,-816,90,58,14
6,1,6,736,-720,90,2035,15
6,1,6,736,-816,90,2012,15
6,1,6,896,-944,90,2024,15
6,1,6,1280,-1536,90,2002,15
6,1,6,800,-944,90,8,15
6,1,6,1440,-1424,90,2035,15
6,1,6,1360,-1424,90,2035,15
6,1,6,1328,-1296,90,2035,15
6,1,6,976,-1424,90,2035,15
6,1,6,1072,-1424,90,2035,15
6,1,6,1168,-1312,90,2035,15
6,1,6,1248,-1312,90,2035,15
6,1,6,1728,-1792,135,3001,14
6,1,6,1632,-1872,135,3001,14
6,1,6,1280,-1920,90,3001,14
6,1,6,1088,-1920,90,3001,14
6,1,6,704,-1664,0,3001,14
6,1,6,1248,-880,270,3001,14
6,1,6,1792,-1296,180,3001,14
6,1,6,1792,-1184,180,3001,14
6,1,6,1792,-1360,180,58,12
6,1,6,1184,-880,270,58,12
6,1,6,1184,-1920,90,58,12
6,1,6,656,-1696,0,58,12
6,1,6,1024,-1920,90,9,15
6,1,6,1248,-928,270,9,15
6,1,6,1792,-1120,180,9,15
6,1,6,1680,-1824,135,9,15
6,1,6,656,-1632,0,9,15
6,1,6,1664,-1472,180,3004,15
6,1,6,1472,-1056,180,3004,14
6,1,6,1088,-1776,90,3004,15
6,1,6,1152,-1056,270,3004,14
6,1,6,1696,-1216,180,3004,15
6,1,6,1728,-1888,180,2012,11
6,1,6,1792,-1232,180,2012,11
6,1,6,1360,-1920,180,2008,15
6,1,6,704,-1616,180,2008,15
6,1,6,1296,-1616,180,2048,15
6,1,6,1488,-1136,180,2049,15
6,1,6,1680,-1392,180,2008,15
6,1,6,1088,-1472,180,2048,15
6,1,6,1536,-1216,180,2048,15
6,1,6,992,-944,180,2003,15
6,1,6,-544,-1376,180,2001,15
6,1,6,-544,-1328,180,2049,15
6,1,6,1184,-928,90,2012,15
6,1,6,976,-1952,90,2012,15
6,1,6,-560,-1168,90,2011,15
6,1,6,-448,-1168,90,2011,11
6,1,6,-384,-1136,90,2011,11
6,1,6,192,-1136,90,2011,11
6,1,6,304,-1376,90,2011,15
6,1,6,288,-1184,90,2011,15
6,1,6,-832,-1024,45,3004,7
6,1,6,-640,-832,0,3004,7
6,1,6,-896,-960,0,3004,6
6,1,6,-448,-768,0,9,6
6,1,6,-832,-1152,45,9,4
6,1,6,-960,-1152,45,58,4
6,1,6,-1200,-1760,180,2012,15
6,1,6,-1152,-1712,180,2019,15
6,1,6,32,-128,180,2018,15
6,1,6,-160,-128,180,2011,15
6,1,6,-192,-96,180,2008,15
6,1,6,64,-96,180,2015,15
6,1,6,64,-160,180,2014,15
6,1,6,-192,-160,180,2015,15
6,1,6,96,-128,270,9,15
6,1,6,-224,-128,270,3002,14
6,1,6,-64,320,270,3002,14
6,1,6,-64,608,270,58,12
6,1,6,-416,128,0,3001,15
6,1,6,288,128,180,3001,14
6,1,6,-384,-64,270,3001,6
6,1,6,256,-64,270,3001,4
6,1,6,1280,-256,180,3004,7
6,1,6,1600,-192,180,9,6
6,1,6,1664,-256,180,2008,7
6,1,6,896,-192,180,2008,7
6,1,6,-384,-352,180,2008,7
6,1,6,-256,176,180,2008,7
6,1,6,496,96,180,2008,7
6,1,6,-512,576,180,2008,7
6,1,6,2304,-544,90,3001,15
6,1,6,2336,-576,0,3001,14
6,1,6,2688,-736,0,3001,15
6,1,6,1952,-576,90,3004,15
6,1,6,2144,-960,90,9,14
6,1,6,2144,-1408,90,3001,14
6,1,6,2848,-1152,90,3001,6
6,1,6,2496,-1280,90,3001,6
6,1,6,2400,-1792,90,3001,7
6,1,6,3328,-1472,90,3001,7
6,1,6,1920,-1952,90,3001,7
6,1,6,1856,-1664,90,9,4
6,1,6,2528,-2208,180,9,15
6,1,6,2720,-2208,0,9,15
6,1,6,2752,-1792,180,9,14
6,1,6,2624,-2240,180,2049,15
6,1,6,1824,-1984,180,2008,15
6,1,6,3104,-1664,180,2008,15
6,1,6,3216,-1232,180,2048,15
6,1,6,1216,-512,180,8,15
6,1,6,3456,-1536,180,2026,15
6,1,6,2304,-192,180,2008,15
6,1,6,2496,-512,180,2008,15
6,1,6,1040,-704,180,2008,15
6,1,6,1152,-512,180,2008,15
6,1,6,-320,-1472,180,2046,15
6,1,6,-384,-1472,180,2046,15
6,1,6,-256,-1536,180,2024,15
6,1,6,-320,-1536,180,2045,15
6,1,6,-192,-1728,180,2015,15
6,1,6,-832,-1696,180,2015,15
6,1,6,-768,-1856,180,2014,15
6,1,6,-192,-1600,180,2014,15
6,1,6,-880,-2016,180,2015,15
6,1,6,-256,-1600,180,2015,15
6,1,6,-1120,-1744,180,2014,15
6,1,6,-768,-2016,180,2014,15
6,1,6,-496,-1728,180,2014,15
6,1,6,-336,-1760,180,2007,15
6,1,6,-560,-1680,180,2007,15
6,1,6,-624,-1776,180,2007,15
6,1,6,-1552,-1360,180,2025,15
6,1,6,-1920,-2368,180,2015,15
6,1,6,-1968,-2368,180,2015,15
6,1,6,-2016,-2368,180,2015,15
6,1,6,-1472,-1664,45,9,15
6,1,6,-1504,-1600,45,3004,14
6,1,6,-1408,-1696,45,9,12
6,1,6,-1344,-1664,45,2008,15
6,1,6,-1040,-1232,45,2008,15
6,1,6,-1040,-1344,45,2011,15
6,1,6,-1120,-1296,45,2011,15
6,1,6,-960,-1600,45,3004,14
6,1,6,-1408,-1152,45,3004,14
6,1,6,-1280,-1056,0,9,12
6,1,6,-864,-1472,90,9,12
6,1,6,-1152,-1408,90,2014,15
6,1,6,-1184,-1376,90,2015,15
6,1,6,-1216,-1344,90,2014,15
6,1,6,-1248,-1312,90,2015,15
6,1,6,-1376,-1408,90,2011,15
6,1,6,-960,-1664,90,2011,15
6,1,6,-64,480,90,2012,11
6,1,6,-192,384,90,2011,15
6,1,6,-64,1280,270,58,12
6,1,6,128,768,0,3004,7
6,1,6,-320,768,180,3004,7
6,1,6,-576,768,270,3004,7
6,1,6,448,640,270,3004,7
6,1,6,192,576,0,9,6
6,1,6,-320,576,180,9,6
6,1,6,320,768,180,2008,7
6,1,6,-64,912,180,2008,7
6,1,6,320,992,180,2025,7
6,1,6,-448,992,180,2012,7
6,1,6,-512,1456,180,2011,7
6,1,6,384,1456,180,2048,7
6,1,6,-256,1728,270,3004,7
6,1,6,128,1728,270,3004,6
6,1,6,-64,1840,270,3004,6
6,1,6,-64,1792,270,9,6
6,1,6,-256,1472,270,3002,14
6,1,6,128,1472,270,9,14
6,1,6,0,1216,270,9,12
6,1,6,-128,1216,270,9,12
6,1,6,-608,1248,0,3001,15
6,1,6,-608,1312,0,3001,12
6,1,6,144,1792,0,2011,11
6,1,6,-192,2240,0,2012,11
6,1,6,128,2336,0,2011,15
6,1,6,-64,2240,270,3001,15
6,1,6,-256,2208,270,3001,14
6,1,6,128,2208,270,3001,14
6,1,6,-256,2336,225,2049,15
6,1,6,16,2336,225,35,15
6,1,6,-144,2336,225,35,15
6,1,6,112,1200,225,2028,15
6,1,6,-240,1200,225,2028,15
6,1,6,208,1808,0,2028,15
6,1,6,-336,1808,0,2028,15
6,1,6,-144,720,0,2028,15
6,1,6,16,720,0,2028,15
6,1,6,-432,64,0,2028,15
6,1,6,304,64,0,2028,15
6,1,6,-144,-432,0,2028,15
6,1,6,16,-432,0,2028,15
6,1,6,1088,-512,135,3001,15
6,1,6,992,-608,135,3001,14
6,1,6,1040,-560,135,3001,12
6,1,6,1344,-768,0,3001,14
6,1,6,992,-736,0,2018,15
6,1,6,2624,-2176,0,2012,15
6,1,6,-16,608,0,2012,15
6,1,6,-112,608,0,2012,11
6,1,6,96,2272,270,3001,12
6,1,6,-224,2272,270,3001,12
6,1,6,-768,1280,0,9,15
6,1,6,-960,1152,0,3004,15
6,1,6,-960,1408,0,3004,14
6,1,6,-832,1248,0,9,14
6,1,6,-832,1312,0,58,12
6,1,6,-896,1280,0,3002,12
6,1,6,-1536,1280,0,2012,15
6,1,6,-768,1120,0,2011,15
6,1,6,-768,1440,0,2007,15
6,1,6,-832,1440,0,2007,15
6,1,6,-896,1440,0,2007,15
6,1,6,-896,1120,0,2008,15
6,1,6,-1568,1280,0,2048,15
6,1,6,-768,1184,0,2035,15
6,1,6,-1664,1344,0,2035,15
6,1,6,-1600,992,0,2035,15
6,1,6,-1280,1232,0,2035,15
6,1,6,-832,1376,0,2035,15
6,1,6,-1472,1280,0,3001,15
6,1,6,-1536,1504,0,3001,14
6,1,6,-1600,928,0,3001,14
6,1,6,-1536,960,0,3001,12
6,1,6,-1392,1488,0,3001,12
6,1,6,-1408,960,0,3002,12
6,1,6,-1664,1504,0,3002,14
6,1,6,-2048,1088,0,3002,14
6,1,6,-2048,1536,0,3002,15
6,1,6,-2048,1472,0,9,14
6,1,6,-2048,1280,0,9,15
6,1,6,-2048,1152,0,9,12
6,1,6,-1920,1536,0,9,14
6,1,6,-1856,1280,0,2035,12
6,1,6,-1792,1568,0,2035,12
6,1,6,-2096,1680,0,2035,15
6,1,6,-1536,1120,180,9,12
6,1,6,-1488,1376,180,9,15
6,1,6,-2064,1040,180,2010,14
